qualifyId,raceId,driverId,constructorId,number,position,date
558,570,48,14,30,12,1995-07-01 00:00:00
559,570,70,2,5,1,1995-07-01 00:00:00
560,570,29,21,1,2,1995-07-01 00:00:00
561,570,13,2,6,3,1995-07-01 00:00:00
562,570,54,5,27,4,1995-07-01 00:00:00
563,570,93,17,23,20,1995-07-01 00:00:00
564,570,43,26,26,6,1995-07-01 00:00:00
565,570,76,5,28,7,1995-07-01 00:00:00
566,570,56,0,8,8,1995-07-01 00:00:00
567,570,83,26,25,9,1995-07-01 00:00:00
568,570,64,21,2,10,1995-07-01 00:00:00
569,570,21,16,14,5,1995-07-01 00:00:00
570,571,62,24,3,23,1995-07-15 00:00:00
571,571,89,27,22,22,1995-07-15 00:00:00
572,571,91,29,16,21,1995-07-15 00:00:00
573,571,63,27,21,20,1995-07-15 00:00:00
574,571,88,28,10,19,1995-07-15 00:00:00
575,571,68,17,24,18,1995-07-15 00:00:00
576,571,96,28,9,17,1995-07-15 00:00:00
577,571,95,14,29,16,1995-07-15 00:00:00
578,571,93,17,23,15,1995-07-15 00:00:00
579,571,78,24,3,14,1995-07-15 00:00:00
580,571,83,26,25,11,1995-07-15 00:00:00
581,571,48,14,30,12,1995-07-15 00:00:00
582,571,86,0,7,10,1995-07-15 00:00:00
583,571,21,16,14,9,1995-07-15 00:00:00
584,571,56,0,8,8,1995-07-15 00:00:00
585,571,54,5,27,6,1995-07-15 00:00:00
586,571,64,21,2,5,1995-07-15 00:00:00
587,571,76,5,28,4,1995-07-15 00:00:00
588,571,13,2,6,3,1995-07-15 00:00:00
589,571,29,21,1,2,1995-07-15 00:00:00
590,571,70,2,5,1,1995-07-15 00:00:00
591,571,43,26,26,13,1995-07-15 00:00:00
592,571,55,16,15,7,1995-07-15 00:00:00
593,571,84,29,17,24,1995-07-15 00:00:00
594,572,68,17,24,16,1995-07-29 00:00:00
595,572,78,24,3,17,1995-07-29 00:00:00
596,572,85,29,16,24,1995-07-29 00:00:00
597,572,84,29,17,23,1995-07-29 00:00:00
598,572,89,27,22,22,1995-07-29 00:00:00
599,572,63,27,21,21,1995-07-29 00:00:00
600,572,93,17,23,20,1995-07-29 00:00:00
601,572,88,28,10,19,1995-07-29 00:00:00
602,572,70,2,5,1,1995-07-29 00:00:00
603,572,29,21,1,2,1995-07-29 00:00:00
604,572,13,2,6,3,1995-07-29 00:00:00
605,572,76,5,28,4,1995-07-29 00:00:00
606,572,48,14,30,11,1995-07-29 00:00:00
607,572,55,16,15,6,1995-07-29 00:00:00
608,572,56,0,8,7,1995-07-29 00:00:00
609,572,86,0,7,8,1995-07-29 00:00:00
610,572,64,21,2,9,1995-07-29 00:00:00
611,572,54,5,27,10,1995-07-29 00:00:00
612,572,87,26,25,18,1995-07-29 00:00:00
613,572,43,26,26,12,1995-07-29 00:00:00
614,572,62,24,4,13,1995-07-29 00:00:00
615,572,95,14,29,14,1995-07-29 00:00:00
616,572,96,28,9,15,1995-07-29 00:00:00
617,572,21,16,14,5,1995-07-29 00:00:00
618,573,82,17,23,15,1995-08-12 00:00:00
619,573,62,24,4,16,1995-08-12 00:00:00
620,573,78,24,3,17,1995-08-12 00:00:00
621,573,88,28,10,18,1995-08-12 00:00:00
622,573,63,27,21,23,1995-08-12 00:00:00
623,573,96,28,9,20,1995-08-12 00:00:00
624,573,84,29,17,22,1995-08-12 00:00:00
625,573,85,29,16,24,1995-08-12 00:00:00
626,573,95,14,29,19,1995-08-12 00:00:00
627,573,86,0,7,13,1995-08-12 00:00:00
628,573,89,27,22,21,1995-08-12 00:00:00
629,573,48,14,30,11,1995-08-12 00:00:00
630,573,68,17,24,12,1995-08-12 00:00:00
631,573,70,2,5,1,1995-08-12 00:00:00
632,573,13,2,6,2,1995-08-12 00:00:00
633,573,29,21,1,3,1995-08-12 00:00:00
634,573,76,5,28,4,1995-08-12 00:00:00
635,573,21,16,14,14,1995-08-12 00:00:00
636,573,54,5,27,6,1995-08-12 00:00:00
637,573,55,16,15,7,1995-08-12 00:00:00
638,573,83,26,25,8,1995-08-12 00:00:00
639,573,64,21,2,9,1995-08-12 00:00:00
640,573,56,0,8,5,1995-08-12 00:00:00
641,573,43,26,26,10,1995-08-12 00:00:00
642,574,29,21,1,16,1995-08-26 00:00:00
643,574,82,17,23,17,1995-08-26 00:00:00
644,574,88,28,10,18,1995-08-26 00:00:00
645,574,96,28,9,20,1995-08-26 00:00:00
646,574,78,24,3,15,1995-08-26 00:00:00
647,574,84,29,17,21,1995-08-26 00:00:00
648,574,89,27,22,22,1995-08-26 00:00:00
649,574,85,29,16,23,1995-08-26 00:00:00
650,574,63,27,21,24,1995-08-26 00:00:00
651,574,68,17,24,19,1995-08-26 00:00:00
652,574,95,14,29,14,1995-08-26 00:00:00
653,574,62,24,4,11,1995-08-26 00:00:00
654,574,21,16,14,12,1995-08-26 00:00:00
655,574,48,14,30,10,1995-08-26 00:00:00
656,574,43,26,26,9,1995-08-26 00:00:00
657,574,55,16,15,7,1995-08-26 00:00:00
658,574,86,0,7,6,1995-08-26 00:00:00
659,574,13,2,6,5,1995-08-26 00:00:00
660,574,64,21,2,4,1995-08-26 00:00:00
661,574,56,0,8,3,1995-08-26 00:00:00
662,574,54,5,27,2,1995-08-26 00:00:00
663,574,76,5,28,1,1995-08-26 00:00:00
664,574,83,26,26,13,1995-08-26 00:00:00
665,574,70,2,5,8,1995-08-26 00:00:00
666,575,55,16,15,12,1995-09-09 00:00:00
667,575,13,2,6,1,1995-09-09 00:00:00
668,575,85,29,16,24,1995-09-09 00:00:00
669,575,63,27,21,23,1995-09-09 00:00:00
670,575,89,27,22,22,1995-09-09 00:00:00
671,575,84,29,17,21,1995-09-09 00:00:00
672,575,88,28,10,20,1995-09-09 00:00:00
673,575,82,17,23,19,1995-09-09 00:00:00
674,575,78,24,3,17,1995-09-09 00:00:00
675,575,62,24,4,16,1995-09-09 00:00:00
676,575,96,28,9,15,1995-09-09 00:00:00
677,575,95,14,29,14,1995-09-09 00:00:00
678,575,68,17,24,18,1995-09-09 00:00:00
679,575,83,26,26,11,1995-09-09 00:00:00
680,575,43,26,26,13,1995-09-09 00:00:00
681,575,76,5,28,3,1995-09-09 00:00:00
682,575,70,2,5,4,1995-09-09 00:00:00
683,575,54,5,27,5,1995-09-09 00:00:00
684,575,21,16,14,6,1995-09-09 00:00:00
685,575,29,21,1,2,1995-09-09 00:00:00
686,575,64,21,2,8,1995-09-09 00:00:00
687,575,86,0,7,9,1995-09-09 00:00:00
688,575,48,14,30,10,1995-09-09 00:00:00
689,575,56,0,8,7,1995-09-09 00:00:00
690,576,95,14,29,14,1995-09-23 00:00:00
691,576,97,29,16,24,1995-09-23 00:00:00
692,576,89,27,22,23,1995-09-23 00:00:00
693,576,63,27,21,22,1995-09-23 00:00:00
694,576,84,29,17,21,1995-09-23 00:00:00
695,576,96,28,9,20,1995-09-23 00:00:00
696,576,68,17,24,18,1995-09-23 00:00:00
697,576,82,17,23,17,1995-09-23 00:00:00
698,576,78,24,3,16,1995-09-23 00:00:00
699,576,62,24,4,15,1995-09-23 00:00:00
700,576,56,0,8,13,1995-09-23 00:00:00
701,576,88,28,10,19,1995-09-23 00:00:00
702,576,43,26,26,11,1995-09-23 00:00:00
703,576,70,2,5,2,1995-09-23 00:00:00
704,576,29,21,1,3,1995-09-23 00:00:00
705,576,76,5,28,4,1995-09-23 00:00:00
706,576,48,14,30,5,1995-09-23 00:00:00
707,576,13,2,6,1,1995-09-23 00:00:00
708,576,86,0,7,12,1995-09-23 00:00:00
709,576,54,5,27,7,1995-09-23 00:00:00
710,576,21,16,14,8,1995-09-23 00:00:00
711,576,83,26,25,9,1995-09-23 00:00:00
712,576,55,16,15,10,1995-09-23 00:00:00
713,576,64,21,2,6,1995-09-23 00:00:00
714,577,43,26,26,14,1995-09-30 00:00:00
715,577,62,24,4,15,1995-09-30 00:00:00
716,577,82,17,23,16,1995-09-30 00:00:00
717,577,96,28,9,17,1995-09-30 00:00:00
718,577,68,17,24,18,1995-09-30 00:00:00
719,577,97,29,16,24,1995-09-30 00:00:00
720,577,84,29,17,20,1995-09-30 00:00:00
721,577,63,27,21,22,1995-09-30 00:00:00
722,577,89,27,22,23,1995-09-30 00:00:00
723,577,95,14,29,13,1995-09-30 00:00:00
724,577,98,24,3,19,1995-09-30 00:00:00
725,577,88,28,10,21,1995-09-30 00:00:00
726,577,83,26,25,12,1995-09-30 00:00:00
727,577,86,0,7,10,1995-09-30 00:00:00
728,577,56,0,8,9,1995-09-30 00:00:00
729,577,48,14,30,8,1995-09-30 00:00:00
730,577,64,21,2,7,1995-09-30 00:00:00
731,577,54,5,27,6,1995-09-30 00:00:00
732,577,55,16,15,5,1995-09-30 00:00:00
733,577,76,5,28,4,1995-09-30 00:00:00
734,577,29,21,1,3,1995-09-30 00:00:00
735,577,70,2,5,2,1995-09-30 00:00:00
736,577,13,2,6,1,1995-09-30 00:00:00
737,577,21,16,14,11,1995-09-30 00:00:00
738,578,95,14,29,15,1995-10-21 00:00:00
739,578,68,17,24,16,1995-10-21 00:00:00
740,578,78,24,3,17,1995-10-21 00:00:00
741,578,62,24,4,18,1995-10-21 00:00:00
742,578,80,28,9,19,1995-10-21 00:00:00
743,578,91,29,16,24,1995-10-21 00:00:00
744,578,63,27,21,21,1995-10-21 00:00:00
745,578,89,27,22,22,1995-10-21 00:00:00
746,578,84,29,17,23,1995-10-21 00:00:00
747,578,82,17,23,14,1995-10-21 00:00:00
748,578,88,28,10,20,1995-10-21 00:00:00
749,578,87,26,25,13,1995-10-21 00:00:00
750,578,86,0,7,10,1995-10-21 00:00:00
751,578,21,16,14,11,1995-10-21 00:00:00
752,578,70,2,5,2,1995-10-21 00:00:00
753,578,29,21,1,3,1995-10-21 00:00:00
754,578,54,5,27,4,1995-10-21 00:00:00
755,578,76,5,28,5,1995-10-21 00:00:00
756,578,13,2,6,1,1995-10-21 00:00:00
757,578,64,21,2,7,1995-10-21 00:00:00
758,578,48,14,30,8,1995-10-21 00:00:00
759,578,43,26,26,9,1995-10-21 00:00:00
760,578,75,0,8,12,1995-10-21 00:00:00
761,578,55,16,15,6,1995-10-21 00:00:00
762,579,80,28,9,15,1995-10-28 00:00:00
763,579,86,0,7,24,1995-10-28 00:00:00
764,579,91,29,16,23,1995-10-28 00:00:00
765,579,89,27,22,22,1995-10-28 00:00:00
766,579,63,27,21,21,1995-10-28 00:00:00
767,579,84,29,17,20,1995-10-28 00:00:00
768,579,88,28,10,19,1995-10-28 00:00:00
769,579,68,17,24,18,1995-10-28 00:00:00
770,579,82,17,23,17,1995-10-28 00:00:00
771,579,90,14,29,16,1995-10-28 00:00:00
772,579,78,24,3,14,1995-10-28 00:00:00
773,579,87,26,25,13,1995-10-28 00:00:00
774,579,29,21,1,1,1995-10-28 00:00:00
775,579,62,24,4,12,1995-10-28 00:00:00
776,579,54,5,27,2,1995-10-28 00:00:00
777,579,56,0,8,3,1995-10-28 00:00:00
778,579,76,5,28,5,1995-10-28 00:00:00
779,579,13,2,6,6,1995-10-28 00:00:00
780,579,70,2,5,4,1995-10-28 00:00:00
781,579,48,14,30,8,1995-10-28 00:00:00
782,579,64,21,2,9,1995-10-28 00:00:00
783,579,21,16,14,10,1995-10-28 00:00:00
784,579,43,26,26,11,1995-10-28 00:00:00
785,579,55,16,15,7,1995-10-28 00:00:00
786,580,90,14,29,18,1995-11-11 00:00:00
787,580,68,17,24,15,1995-11-11 00:00:00
788,580,78,24,3,16,1995-11-11 00:00:00
789,580,82,17,23,17,1995-11-11 00:00:00
790,580,88,28,10,19,1995-11-11 00:00:00
791,580,62,24,4,14,1995-11-11 00:00:00
792,580,56,0,8,24,1995-11-11 00:00:00
793,580,63,27,21,21,1995-11-11 00:00:00
794,580,84,29,16,22,1995-11-11 00:00:00
795,580,91,29,16,23,1995-11-11 00:00:00
796,580,89,27,22,20,1995-11-11 00:00:00
797,580,80,28,9,13,1995-11-11 00:00:00
798,580,76,5,28,4,1995-11-11 00:00:00
799,580,83,26,25,11,1995-11-11 00:00:00
800,580,43,26,26,12,1995-11-11 00:00:00
801,580,13,2,6,2,1995-11-11 00:00:00
802,580,29,21,1,3,1995-11-11 00:00:00
803,580,54,5,27,5,1995-11-11 00:00:00
804,580,70,2,5,1,1995-11-11 00:00:00
805,580,21,16,14,7,1995-11-11 00:00:00
806,580,64,21,2,8,1995-11-11 00:00:00
807,580,55,16,15,9,1995-11-11 00:00:00
808,580,86,0,7,10,1995-11-11 00:00:00
809,580,48,14,30,6,1995-11-11 00:00:00
810,581,43,26,9,11,1996-03-09 00:00:00
811,581,72,28,16,18,1996-03-09 00:00:00
812,581,82,17,20,17,1996-03-09 00:00:00
813,581,20,17,21,16,1996-03-09 00:00:00
814,581,64,14,14,14,1996-03-09 00:00:00
815,581,13,0,8,13,1996-03-09 00:00:00
816,581,49,28,17,12,1996-03-09 00:00:00
817,581,62,24,19,10,1996-03-09 00:00:00
818,581,29,5,1,4,1996-03-09 00:00:00
819,581,21,16,11,8,1996-03-09 00:00:00
820,581,76,21,4,7,1996-03-09 00:00:00
821,581,54,21,3,6,1996-03-09 00:00:00
822,581,56,0,7,5,1996-03-09 00:00:00
823,581,55,5,2,3,1996-03-09 00:00:00
824,581,70,2,5,2,1996-03-09 00:00:00
825,581,34,2,6,1,1996-03-09 00:00:00
826,581,83,16,12,19,1996-03-09 00:00:00
827,581,48,14,15,9,1996-03-09 00:00:00
828,581,63,26,10,20,1996-03-09 00:00:00
829,581,78,24,18,15,1996-03-09 00:00:00
830,582,78,24,18,16,1996-03-30 00:00:00
831,582,63,26,10,22,1996-03-30 00:00:00
832,582,57,17,21,21,1996-03-30 00:00:00
833,582,84,27,23,20,1996-03-30 00:00:00
834,582,68,27,22,19,1996-03-30 00:00:00
835,582,82,17,20,18,1996-03-30 00:00:00
836,582,72,28,16,17,1996-03-30 00:00:00
837,582,43,26,9,15,1996-03-30 00:00:00
838,582,13,0,8,14,1996-03-30 00:00:00
839,582,49,28,17,13,1996-03-30 00:00:00
840,582,62,24,19,11,1996-03-30 00:00:00
841,582,64,14,14,12,1996-03-30 00:00:00
842,582,48,14,15,9,1996-03-30 00:00:00
843,582,76,21,4,8,1996-03-30 00:00:00
844,582,56,0,7,7,1996-03-30 00:00:00
845,582,83,16,12,6,1996-03-30 00:00:00
846,582,54,21,3,5,1996-03-30 00:00:00
847,582,29,5,1,4,1996-03-30 00:00:00
848,582,34,2,6,3,1996-03-30 00:00:00
849,582,21,16,11,2,1996-03-30 00:00:00
850,582,70,2,5,1,1996-03-30 00:00:00
851,582,55,5,2,10,1996-03-30 00:00:00
852,583,62,24,19,16,1996-04-06 00:00:00
853,583,57,17,21,14,1996-04-06 00:00:00
854,583,83,16,12,15,1996-04-06 00:00:00
855,583,64,14,14,17,1996-04-06 00:00:00
856,583,63,26,10,18,1996-04-06 00:00:00
857,583,72,28,16,20,1996-04-06 00:00:00
858,583,68,27,22,21,1996-04-06 00:00:00
859,583,84,27,23,22,1996-04-06 00:00:00
860,583,78,24,18,13,1996-04-06 00:00:00
861,583,82,17,20,19,1996-04-06 00:00:00
862,583,43,26,9,12,1996-04-06 00:00:00
863,583,54,21,3,4,1996-04-06 00:00:00
864,583,55,5,2,10,1996-04-06 00:00:00
865,583,48,14,15,11,1996-04-06 00:00:00
866,583,29,5,1,2,1996-04-06 00:00:00
867,583,34,2,6,3,1996-04-06 00:00:00
868,583,76,21,4,5,1996-04-06 00:00:00
869,583,70,2,5,1,1996-04-06 00:00:00
870,583,49,28,17,7,1996-04-06 00:00:00
871,583,56,0,7,8,1996-04-06 00:00:00
872,583,13,0,8,9,1996-04-06 00:00:00
873,583,21,16,11,6,1996-04-06 00:00:00
874,584,56,0,7,9,1996-04-27 00:00:00
875,584,70,2,5,1,1996-04-27 00:00:00
876,584,34,2,6,2,1996-04-27 00:00:00
877,584,29,5,1,3,1996-04-27 00:00:00
878,584,54,21,3,4,1996-04-27 00:00:00
879,584,21,16,11,5,1996-04-27 00:00:00
880,584,55,5,2,7,1996-04-27 00:00:00
881,584,76,21,4,8,1996-04-27 00:00:00
882,584,48,14,15,10,1996-04-27 00:00:00
883,584,13,0,8,6,1996-04-27 00:00:00
884,584,64,14,14,12,1996-04-27 00:00:00
885,584,82,17,20,19,1996-04-27 00:00:00
886,584,20,17,21,18,1996-04-27 00:00:00
887,584,63,26,10,17,1996-04-27 00:00:00
888,584,78,24,18,16,1996-04-27 00:00:00
889,584,72,28,16,20,1996-04-27 00:00:00
890,584,43,26,9,15,1996-04-27 00:00:00
891,584,62,24,19,14,1996-04-27 00:00:00
892,584,49,28,17,13,1996-04-27 00:00:00
893,584,83,16,12,11,1996-04-27 00:00:00
894,585,43,26,9,13,1996-05-04 00:00:00
895,585,68,27,22,21,1996-05-04 00:00:00
896,585,72,28,16,20,1996-05-04 00:00:00
897,585,20,17,21,19,1996-05-04 00:00:00
898,585,82,17,20,18,1996-05-04 00:00:00
899,585,63,26,10,17,1996-05-04 00:00:00
900,585,78,24,18,16,1996-05-04 00:00:00
901,585,64,14,14,15,1996-05-04 00:00:00
902,585,49,28,17,14,1996-05-04 00:00:00
903,585,56,0,7,11,1996-05-04 00:00:00
904,585,48,14,15,10,1996-05-04 00:00:00
905,585,21,16,11,9,1996-05-04 00:00:00
906,585,29,5,1,1,1996-05-04 00:00:00
907,585,70,2,5,2,1996-05-04 00:00:00
908,585,34,2,6,3,1996-05-04 00:00:00
909,585,13,0,8,4,1996-05-04 00:00:00
910,585,84,27,23,22,1996-05-04 00:00:00
911,585,54,21,3,5,1996-05-04 00:00:00
912,585,55,5,2,6,1996-05-04 00:00:00
913,585,76,21,4,7,1996-05-04 00:00:00
914,585,62,24,19,8,1996-05-04 00:00:00
915,585,83,16,12,12,1996-05-04 00:00:00
916,586,43,26,9,14,1996-05-18 00:00:00
917,586,84,27,23,22,1996-05-18 00:00:00
918,586,68,27,22,21,1996-05-18 00:00:00
919,586,72,28,16,20,1996-05-18 00:00:00
920,586,82,17,20,19,1996-05-18 00:00:00
921,586,20,17,21,18,1996-05-18 00:00:00
922,586,63,26,10,17,1996-05-18 00:00:00
923,586,83,16,12,16,1996-05-18 00:00:00
924,586,78,24,18,15,1996-05-18 00:00:00
925,586,64,14,14,13,1996-05-18 00:00:00
926,586,29,5,1,1,1996-05-18 00:00:00
927,586,62,24,19,11,1996-05-18 00:00:00
928,586,49,28,17,12,1996-05-18 00:00:00
929,586,54,21,3,3,1996-05-18 00:00:00
930,586,76,21,4,4,1996-05-18 00:00:00
931,586,13,0,8,5,1996-05-18 00:00:00
932,586,70,2,5,2,1996-05-18 00:00:00
933,586,55,5,2,7,1996-05-18 00:00:00
934,586,56,0,7,8,1996-05-18 00:00:00
935,586,48,14,15,9,1996-05-18 00:00:00
936,586,34,2,6,10,1996-05-18 00:00:00
937,586,21,16,11,6,1996-05-18 00:00:00
938,587,49,28,17,13,1996-06-01 00:00:00
939,587,72,28,16,20,1996-06-01 00:00:00
940,587,20,17,21,19,1996-06-01 00:00:00
941,587,82,17,20,18,1996-06-01 00:00:00
942,587,63,26,10,17,1996-06-01 00:00:00
943,587,78,24,18,16,1996-06-01 00:00:00
944,587,83,16,12,15,1996-06-01 00:00:00
945,587,13,0,8,14,1996-06-01 00:00:00
946,587,62,24,19,12,1996-06-01 00:00:00
947,587,34,2,6,2,1996-06-01 00:00:00
948,587,56,0,7,10,1996-06-01 00:00:00
949,587,48,14,15,11,1996-06-01 00:00:00
950,587,54,21,3,4,1996-06-01 00:00:00
951,587,76,21,4,5,1996-06-01 00:00:00
952,587,55,5,2,6,1996-06-01 00:00:00
953,587,70,2,5,1,1996-06-01 00:00:00
954,587,43,26,9,8,1996-06-01 00:00:00
955,587,29,5,1,3,1996-06-01 00:00:00
956,587,64,14,14,9,1996-06-01 00:00:00
957,587,21,16,11,7,1996-06-01 00:00:00
958,597,20,16,12,14,1997-03-08 00:00:00
959,597,63,20,2,22,1997-03-08 00:00:00
960,597,49,24,18,21,1997-03-08 00:00:00
961,597,70,20,1,20,1997-03-08 00:00:00
962,597,75,23,23,19,1997-03-08 00:00:00
963,597,62,24,19,18,1997-03-08 00:00:00
964,597,14,17,21,17,1997-03-08 00:00:00
965,597,74,19,15,16,1997-03-08 00:00:00
966,597,78,17,20,15,1997-03-08 00:00:00
967,597,77,14,17,13,1997-03-08 00:00:00
968,597,29,5,5,3,1997-03-08 00:00:00
969,597,21,23,22,11,1997-03-08 00:00:00
970,597,48,2,4,2,1997-03-08 00:00:00
971,597,22,16,11,12,1997-03-08 00:00:00
972,597,13,0,10,4,1997-03-08 00:00:00
973,597,55,5,6,5,1997-03-08 00:00:00
974,597,34,2,3,1,1997-03-08 00:00:00
975,597,64,14,16,7,1997-03-08 00:00:00
976,597,54,21,7,8,1997-03-08 00:00:00
977,597,43,19,14,9,1997-03-08 00:00:00
978,597,76,21,8,10,1997-03-08 00:00:00
979,597,56,0,9,6,1997-03-08 00:00:00
980,598,55,5,6,14,1997-03-29 00:00:00
981,598,62,24,19,22,1997-03-29 00:00:00
982,598,49,24,18,21,1997-03-29 00:00:00
983,598,75,23,23,20,1997-03-29 00:00:00
984,598,77,14,17,19,1997-03-29 00:00:00
985,598,78,17,20,18,1997-03-29 00:00:00
986,598,14,17,21,17,1997-03-29 00:00:00
987,598,63,20,2,16,1997-03-29 00:00:00
988,598,74,19,15,15,1997-03-29 00:00:00
989,598,64,14,16,13,1997-03-29 00:00:00
990,598,13,0,10,12,1997-03-29 00:00:00
991,598,21,23,22,11,1997-03-29 00:00:00
992,598,29,5,5,2,1997-03-29 00:00:00
993,598,76,21,8,3,1997-03-29 00:00:00
994,598,56,0,9,4,1997-03-29 00:00:00
995,598,43,19,14,5,1997-03-29 00:00:00
996,598,34,2,3,1,1997-03-29 00:00:00
997,598,20,16,12,7,1997-03-29 00:00:00
998,598,48,2,4,8,1997-03-29 00:00:00
999,598,70,20,1,9,1997-03-29 00:00:00
1000,598,22,16,11,10,1997-03-29 00:00:00
1001,598,54,21,7,6,1997-03-29 00:00:00
1002,599,77,14,17,14,1997-04-12 00:00:00
1003,599,63,20,2,22,1997-04-12 00:00:00
1004,599,78,17,20,21,1997-04-12 00:00:00
1005,599,74,19,15,20,1997-04-12 00:00:00
1006,599,62,24,19,19,1997-04-12 00:00:00
1007,599,14,17,21,18,1997-04-12 00:00:00
1008,599,56,0,9,17,1997-04-12 00:00:00
1009,599,49,24,18,16,1997-04-12 00:00:00
1010,599,75,23,23,15,1997-04-12 00:00:00
1011,599,70,20,1,13,1997-04-12 00:00:00
1012,599,34,2,3,1,1997-04-12 00:00:00
1013,599,54,21,7,11,1997-04-12 00:00:00
1014,599,13,0,10,10,1997-04-12 00:00:00
1015,599,20,16,12,9,1997-04-12 00:00:00
1016,599,64,14,16,8,1997-04-12 00:00:00
1017,599,55,5,6,7,1997-04-12 00:00:00
1018,599,22,16,11,6,1997-04-12 00:00:00
1019,599,21,23,22,5,1997-04-12 00:00:00
1020,599,29,5,5,4,1997-04-12 00:00:00
1021,599,43,19,14,3,1997-04-12 00:00:00
1022,599,48,2,4,2,1997-04-12 00:00:00
1023,599,76,21,8,12,1997-04-12 00:00:00
1024,600,54,21,7,14,1997-04-26 00:00:00
1025,600,70,20,1,15,1997-04-26 00:00:00
1026,600,75,23,23,16,1997-04-26 00:00:00
1027,600,78,17,20,22,1997-04-26 00:00:00
1028,600,49,24,18,21,1997-04-26 00:00:00
1029,600,74,19,15,18,1997-04-26 00:00:00
1030,600,62,24,19,19,1997-04-26 00:00:00
1031,600,21,23,22,13,1997-04-26 00:00:00
1032,600,14,17,21,20,1997-04-26 00:00:00
1033,600,63,20,2,17,1997-04-26 00:00:00
1034,600,77,14,17,12,1997-04-26 00:00:00
1035,600,20,16,12,6,1997-04-26 00:00:00
1036,600,13,0,10,10,1997-04-26 00:00:00
1037,600,76,21,8,11,1997-04-26 00:00:00
1038,600,48,2,4,2,1997-04-26 00:00:00
1039,600,29,5,5,3,1997-04-26 00:00:00
1040,600,43,19,14,4,1997-04-26 00:00:00
1041,600,34,2,3,1,1997-04-26 00:00:00
1042,600,64,14,16,7,1997-04-26 00:00:00
1043,600,56,0,9,8,1997-04-26 00:00:00
1044,600,55,5,6,9,1997-04-26 00:00:00
1045,600,22,16,11,5,1997-04-26 00:00:00
1046,601,62,24,18,14,1997-05-10 00:00:00
1047,601,78,17,20,20,1997-05-10 00:00:00
1048,601,75,23,23,19,1997-05-10 00:00:00
1049,601,14,17,21,18,1997-05-10 00:00:00
1050,601,76,21,8,17,1997-05-10 00:00:00
1051,601,63,20,2,16,1997-05-10 00:00:00
1052,601,55,5,6,15,1997-05-10 00:00:00
1053,601,70,20,1,13,1997-05-10 00:00:00
1054,601,56,0,9,8,1997-05-10 00:00:00
1055,601,77,14,17,11,1997-05-10 00:00:00
1056,601,21,23,22,10,1997-05-10 00:00:00
1057,601,54,21,7,9,1997-05-10 00:00:00
1058,601,74,19,15,21,1997-05-10 00:00:00
1059,601,64,14,16,7,1997-05-10 00:00:00
1060,601,22,16,11,6,1997-05-10 00:00:00
1061,601,13,0,10,5,1997-05-10 00:00:00
1062,601,20,16,12,4,1997-05-10 00:00:00
1063,601,34,2,3,3,1997-05-10 00:00:00
1064,601,43,19,14,12,1997-05-10 00:00:00
1065,601,49,24,19,22,1997-05-10 00:00:00
1066,601,48,2,4,1,1997-05-10 00:00:00
1067,601,29,5,5,2,1997-05-10 00:00:00
1068,602,34,2,3,1,1997-05-24 00:00:00
1069,602,75,23,23,22,1997-05-24 00:00:00
1070,602,63,20,2,21,1997-05-24 00:00:00
1071,602,78,17,20,20,1997-05-24 00:00:00
1072,602,49,24,19,19,1997-05-24 00:00:00
1073,602,14,17,21,18,1997-05-24 00:00:00
1074,602,21,23,22,17,1997-05-24 00:00:00
1075,602,74,19,15,16,1997-05-24 00:00:00
1076,602,70,20,1,15,1997-05-24 00:00:00
1077,602,48,2,4,2,1997-05-24 00:00:00
1078,602,62,24,18,14,1997-05-24 00:00:00
1079,602,43,19,14,12,1997-05-24 00:00:00
1080,602,55,5,6,11,1997-05-24 00:00:00
1081,602,64,14,16,10,1997-05-24 00:00:00
1082,602,22,16,11,9,1997-05-24 00:00:00
1083,602,20,16,12,8,1997-05-24 00:00:00
1084,602,29,5,5,7,1997-05-24 00:00:00
1085,602,56,0,10,5,1997-05-24 00:00:00
1086,602,54,21,7,4,1997-05-24 00:00:00
1087,602,13,0,10,3,1997-05-24 00:00:00
1088,602,80,14,17,13,1997-05-24 00:00:00
1089,602,76,21,8,6,1997-05-24 00:00:00
1090,603,75,23,23,21,1997-06-14 00:00:00
1091,603,34,2,3,2,1997-06-14 00:00:00
1092,603,29,5,5,1,1997-06-14 00:00:00
1093,603,78,17,20,22,1997-06-14 00:00:00
1094,603,14,17,21,20,1997-06-14 00:00:00
1095,603,74,19,15,19,1997-06-14 00:00:00
1096,603,80,14,17,18,1997-06-14 00:00:00
1097,603,63,20,2,16,1997-06-14 00:00:00
1098,603,70,20,1,15,1997-06-14 00:00:00
1099,603,49,24,19,14,1997-06-14 00:00:00
1100,603,64,14,16,13,1997-06-14 00:00:00
1101,603,62,24,18,17,1997-06-14 00:00:00
1102,603,24,21,8,11,1997-06-14 00:00:00
1103,603,55,5,6,12,1997-06-14 00:00:00
1104,603,48,2,4,4,1997-06-14 00:00:00
1105,603,13,0,10,5,1997-06-14 00:00:00
1106,603,20,16,12,6,1997-06-14 00:00:00
1107,603,21,23,22,3,1997-06-14 00:00:00
1108,603,54,21,7,8,1997-06-14 00:00:00
1109,603,56,0,9,9,1997-06-14 00:00:00
1110,603,43,19,14,10,1997-06-14 00:00:00
1111,603,22,16,11,7,1997-06-14 00:00:00
