constructorResultsId,raceId,constructorId,points,date
2596,306,54,0.0,1978-07-16 00:00:00
2597,306,58,0.0,1978-07-16 00:00:00
2598,306,55,0.0,1978-07-16 00:00:00
2599,306,31,0.0,1978-07-16 00:00:00
2600,306,2,0.0,1978-07-16 00:00:00
2601,306,52,0.0,1978-07-16 00:00:00
2602,306,61,0.0,1978-07-16 00:00:00
2603,306,57,0.0,1978-07-16 00:00:00
2604,306,20,0.0,1978-07-16 00:00:00
2605,306,3,0.0,1978-07-16 00:00:00
2606,306,26,0.0,1978-07-16 00:00:00
2607,306,5,9.0,1978-07-16 00:00:00
2608,306,33,6.0,1978-07-16 00:00:00
2609,306,24,3.0,1978-07-16 00:00:00
2610,306,56,2.0,1978-07-16 00:00:00
2611,306,0,1.0,1978-07-16 00:00:00
2612,307,63,0.0,1978-07-30 00:00:00
2613,307,58,0.0,1978-07-30 00:00:00
2614,307,56,0.0,1978-07-30 00:00:00
2615,307,52,0.0,1978-07-30 00:00:00
2616,307,3,0.0,1978-07-30 00:00:00
2617,307,31,9.0,1978-07-30 00:00:00
2618,307,57,6.0,1978-07-30 00:00:00
2619,307,2,0.0,1978-07-30 00:00:00
2620,307,0,0.0,1978-07-30 00:00:00
2621,307,55,0.0,1978-07-30 00:00:00
2622,307,20,0.0,1978-07-30 00:00:00
2623,307,5,0.0,1978-07-30 00:00:00
2624,307,33,0.0,1978-07-30 00:00:00
2625,307,24,2.0,1978-07-30 00:00:00
2626,307,54,3.0,1978-07-30 00:00:00
2627,307,26,4.0,1978-07-30 00:00:00
2628,307,61,0.0,1978-07-30 00:00:00
2629,308,58,0.0,1978-08-13 00:00:00
2630,308,55,0.0,1978-08-13 00:00:00
2631,308,3,0.0,1978-08-13 00:00:00
2632,308,2,0.0,1978-08-13 00:00:00
2633,308,20,0.0,1978-08-13 00:00:00
2634,308,52,0.0,1978-08-13 00:00:00
2635,308,5,4.0,1978-08-13 00:00:00
2636,308,57,0.0,1978-08-13 00:00:00
2637,308,31,9.0,1978-08-13 00:00:00
2638,308,24,6.0,1978-08-13 00:00:00
2639,308,54,3.0,1978-08-13 00:00:00
2640,308,26,2.0,1978-08-13 00:00:00
2641,308,61,1.0,1978-08-13 00:00:00
2642,308,33,0.0,1978-08-13 00:00:00
2643,308,0,0.0,1978-08-13 00:00:00
2644,308,63,0.0,1978-08-13 00:00:00
2645,308,56,0.0,1978-08-13 00:00:00
2646,309,61,0.0,1978-08-27 00:00:00
2647,309,58,0.0,1978-08-27 00:00:00
2648,309,63,0.0,1978-08-27 00:00:00
2649,309,3,0.0,1978-08-27 00:00:00
2650,309,2,0.0,1978-08-27 00:00:00
2651,309,57,0.0,1978-08-27 00:00:00
2652,309,0,0.0,1978-08-27 00:00:00
2653,309,26,0.0,1978-08-27 00:00:00
2654,309,5,1.0,1978-08-27 00:00:00
2655,309,54,2.0,1978-08-27 00:00:00
2656,309,33,4.0,1978-08-27 00:00:00
2657,309,31,9.0,1978-08-27 00:00:00
2658,309,24,0.0,1978-08-27 00:00:00
2659,309,55,0.0,1978-08-27 00:00:00
2660,309,20,0.0,1978-08-27 00:00:00
2661,309,52,0.0,1978-08-27 00:00:00
2662,309,56,0.0,1978-08-27 00:00:00
2663,310,57,0.0,1978-09-10 00:00:00
2664,310,56,0.0,1978-09-10 00:00:00
2665,310,2,0.0,1978-09-10 00:00:00
2666,310,3,0.0,1978-09-10 00:00:00
2667,310,24,0.0,1978-09-10 00:00:00
2668,310,33,9.0,1978-09-10 00:00:00
2669,310,58,0.0,1978-09-10 00:00:00
2670,310,20,0.0,1978-09-10 00:00:00
2671,310,52,0.0,1978-09-10 00:00:00
2672,310,55,0.0,1978-09-10 00:00:00
2673,310,54,0.0,1978-09-10 00:00:00
2674,310,31,1.0,1978-09-10 00:00:00
2675,310,0,2.0,1978-09-10 00:00:00
2676,310,26,3.0,1978-09-10 00:00:00
2677,310,5,4.0,1978-09-10 00:00:00
2678,310,61,0.0,1978-09-10 00:00:00
2679,311,2,6.0,1978-10-01 00:00:00
2680,311,26,0.0,1978-10-01 00:00:00
2681,311,24,0.0,1978-10-01 00:00:00
2682,311,63,0.0,1978-10-01 00:00:00
2683,311,55,0.0,1978-10-01 00:00:00
2684,311,0,1.0,1978-10-01 00:00:00
2685,311,54,2.0,1978-10-01 00:00:00
2686,311,3,3.0,1978-10-01 00:00:00
2687,311,57,4.0,1978-10-01 00:00:00
2688,311,56,0.0,1978-10-01 00:00:00
2689,311,5,9.0,1978-10-01 00:00:00
2690,311,31,0.0,1978-10-01 00:00:00
2691,311,20,0.0,1978-10-01 00:00:00
2692,311,58,0.0,1978-10-01 00:00:00
2693,311,52,0.0,1978-10-01 00:00:00
2694,311,33,0.0,1978-10-01 00:00:00
2695,311,61,0.0,1978-10-01 00:00:00
2696,312,5,9.0,1978-10-08 00:00:00
2697,312,57,6.0,1978-10-08 00:00:00
2698,312,20,3.0,1978-10-08 00:00:00
2699,312,24,2.0,1978-10-08 00:00:00
2700,312,0,0.0,1978-10-08 00:00:00
2701,312,2,0.0,1978-10-08 00:00:00
2702,312,31,0.0,1978-10-08 00:00:00
2703,312,33,0.0,1978-10-08 00:00:00
2704,312,3,0.0,1978-10-08 00:00:00
2705,312,52,0.0,1978-10-08 00:00:00
2706,312,55,1.0,1978-10-08 00:00:00
2707,312,58,0.0,1978-10-08 00:00:00
2708,312,54,0.0,1978-10-08 00:00:00
2709,312,56,0.0,1978-10-08 00:00:00
2710,312,61,0.0,1978-10-08 00:00:00
2711,312,26,0.0,1978-10-08 00:00:00
2712,313,58,0.0,1979-01-21 00:00:00
2713,313,0,4.0,1979-01-21 00:00:00
2714,313,54,1.0,1979-01-21 00:00:00
2715,313,56,0.0,1979-01-21 00:00:00
2716,313,20,0.0,1979-01-21 00:00:00
2717,313,2,0.0,1979-01-21 00:00:00
2718,313,55,0.0,1979-01-21 00:00:00
2719,313,5,0.0,1979-01-21 00:00:00
2720,313,24,0.0,1979-01-21 00:00:00
2721,313,57,0.0,1979-01-21 00:00:00
2722,313,201,0.0,1979-01-21 00:00:00
2723,313,31,8.0,1979-01-21 00:00:00
2724,313,26,12.0,1979-01-21 00:00:00
2725,313,52,0.0,1979-01-21 00:00:00
2726,313,3,0.0,1979-01-21 00:00:00
2727,314,24,3.0,1979-02-04 00:00:00
2728,314,5,3.0,1979-02-04 00:00:00
2729,314,20,0.0,1979-02-04 00:00:00
2730,314,0,0.0,1979-02-04 00:00:00
2731,314,3,0.0,1979-02-04 00:00:00
2732,314,54,0.0,1979-02-04 00:00:00
2733,314,55,0.0,1979-02-04 00:00:00
2734,314,201,0.0,1979-02-04 00:00:00
2735,314,57,0.0,1979-02-04 00:00:00
2736,314,52,0.0,1979-02-04 00:00:00
2737,314,31,4.0,1979-02-04 00:00:00
2738,314,58,0.0,1979-02-04 00:00:00
2739,314,56,0.0,1979-02-04 00:00:00
2740,314,26,15.0,1979-02-04 00:00:00
2741,314,2,0.0,1979-02-04 00:00:00
2742,315,26,0.0,1979-03-03 00:00:00
2743,315,31,5.0,1979-03-03 00:00:00
2744,315,33,1.0,1979-03-03 00:00:00
2745,315,57,0.0,1979-03-03 00:00:00
2746,315,2,0.0,1979-03-03 00:00:00
2747,315,0,0.0,1979-03-03 00:00:00
2748,315,20,0.0,1979-03-03 00:00:00
2749,315,54,0.0,1979-03-03 00:00:00
2750,315,3,0.0,1979-03-03 00:00:00
2751,315,52,0.0,1979-03-03 00:00:00
2752,315,24,4.0,1979-03-03 00:00:00
2753,315,5,15.0,1979-03-03 00:00:00
2754,315,55,0.0,1979-03-03 00:00:00
2755,315,58,0.0,1979-03-03 00:00:00
2756,315,201,1.0,1979-03-03 00:00:00
2757,315,56,0.0,1979-03-03 00:00:00
2758,316,5,15.0,1979-04-08 00:00:00
2759,316,52,0.0,1979-04-08 00:00:00
2760,316,3,0.0,1979-04-08 00:00:00
2761,316,57,0.0,1979-04-08 00:00:00
2762,316,58,0.0,1979-04-08 00:00:00
2763,316,54,0.0,1979-04-08 00:00:00
2764,316,31,3.0,1979-04-08 00:00:00
2765,316,2,4.0,1979-04-08 00:00:00
2766,316,201,0.0,1979-04-08 00:00:00
2767,316,0,0.0,1979-04-08 00:00:00
2768,316,55,0.0,1979-04-08 00:00:00
2769,316,56,0.0,1979-04-08 00:00:00
2770,316,24,1.0,1979-04-08 00:00:00
2771,316,26,2.0,1979-04-08 00:00:00
2772,316,20,0.0,1979-04-08 00:00:00
2773,317,20,0.0,1979-04-29 00:00:00
2774,317,201,0.0,1979-04-29 00:00:00
2775,317,52,0.0,1979-04-29 00:00:00
2776,317,59,0.0,1979-04-29 00:00:00
2777,317,3,0.0,1979-04-29 00:00:00
2778,317,55,0.0,1979-04-29 00:00:00
2779,317,57,0.0,1979-04-29 00:00:00
2780,317,58,0.0,1979-04-29 00:00:00
2781,317,56,0.0,1979-04-29 00:00:00
2782,317,26,9.0,1979-04-29 00:00:00
2783,317,31,10.0,1979-04-29 00:00:00
2784,317,5,3.0,1979-04-29 00:00:00
2785,317,54,0.0,1979-04-29 00:00:00
2786,317,24,3.0,1979-04-29 00:00:00
2787,317,0,0.0,1979-04-29 00:00:00
2788,317,2,0.0,1979-04-29 00:00:00
2789,318,26,6.0,1979-05-13 00:00:00
2790,318,201,0.0,1979-05-13 00:00:00
2791,318,3,0.0,1979-05-13 00:00:00
2792,318,49,0.0,1979-05-13 00:00:00
2793,318,58,0.0,1979-05-13 00:00:00
2794,318,55,0.0,1979-05-13 00:00:00
2795,318,59,0.0,1979-05-13 00:00:00
2796,318,5,9.0,1979-05-13 00:00:00
2797,318,24,4.0,1979-05-13 00:00:00
2798,318,2,0.0,1979-05-13 00:00:00
2799,318,57,0.0,1979-05-13 00:00:00
2800,318,56,0.0,1979-05-13 00:00:00
2801,318,54,0.0,1979-05-13 00:00:00
2802,318,52,0.0,1979-05-13 00:00:00
2803,318,0,1.0,1979-05-13 00:00:00
2804,318,31,3.0,1979-05-13 00:00:00
2805,318,20,2.0,1979-05-13 00:00:00
2806,319,5,9.0,1979-05-27 00:00:00
2807,319,56,0.0,1979-05-27 00:00:00
2808,319,57,0.0,1979-05-27 00:00:00
2809,319,54,0.0,1979-05-27 00:00:00
2810,319,2,6.0,1979-05-27 00:00:00
2811,319,31,4.0,1979-05-27 00:00:00
2812,319,0,3.0,1979-05-27 00:00:00
2813,319,20,1.0,1979-05-27 00:00:00
2814,319,201,0.0,1979-05-27 00:00:00
2815,319,3,0.0,1979-05-27 00:00:00
2816,319,24,0.0,1979-05-27 00:00:00
2817,319,52,0.0,1979-05-27 00:00:00
2818,319,55,0.0,1979-05-27 00:00:00
2819,319,58,0.0,1979-05-27 00:00:00
2820,319,26,2.0,1979-05-27 00:00:00
2821,320,2,4.0,1979-07-01 00:00:00
2822,320,3,13.0,1979-07-01 00:00:00
2823,320,5,6.0,1979-07-01 00:00:00
2824,320,24,2.0,1979-07-01 00:00:00
2825,320,58,0.0,1979-07-01 00:00:00
2826,320,57,0.0,1979-07-01 00:00:00
2827,320,0,0.0,1979-07-01 00:00:00
2828,320,31,0.0,1979-07-01 00:00:00
2829,320,55,0.0,1979-07-01 00:00:00
2830,320,52,0.0,1979-07-01 00:00:00
2831,320,201,0.0,1979-07-01 00:00:00
2832,320,54,0.0,1979-07-01 00:00:00
2833,320,49,0.0,1979-07-01 00:00:00
2834,320,56,0.0,1979-07-01 00:00:00
2835,320,20,0.0,1979-07-01 00:00:00
2836,320,26,0.0,1979-07-01 00:00:00
2837,321,54,0.0,1979-07-14 00:00:00
2838,321,201,0.0,1979-07-14 00:00:00
2839,321,52,0.0,1979-07-14 00:00:00
2840,321,58,0.0,1979-07-14 00:00:00
2841,321,31,0.0,1979-07-14 00:00:00
2842,321,20,0.0,1979-07-14 00:00:00
2843,321,55,0.0,1979-07-14 00:00:00
2844,321,56,0.0,1979-07-14 00:00:00
2845,321,57,0.0,1979-07-14 00:00:00
2846,321,26,1.0,1979-07-14 00:00:00
2847,321,2,9.0,1979-07-14 00:00:00
2848,321,3,6.0,1979-07-14 00:00:00
2849,321,5,2.0,1979-07-14 00:00:00
2850,321,0,3.0,1979-07-14 00:00:00
2851,321,24,4.0,1979-07-14 00:00:00
2852,322,57,0.0,1979-07-29 00:00:00
2853,322,58,0.0,1979-07-29 00:00:00
2854,322,55,0.0,1979-07-29 00:00:00
2855,322,52,0.0,1979-07-29 00:00:00
2856,322,2,15.0,1979-07-29 00:00:00
2857,322,26,4.0,1979-07-29 00:00:00
2858,322,5,3.0,1979-07-29 00:00:00
2859,322,54,0.0,1979-07-29 00:00:00
2860,322,0,2.0,1979-07-29 00:00:00
2861,322,3,0.0,1979-07-29 00:00:00
2862,322,24,0.0,1979-07-29 00:00:00
2863,322,56,0.0,1979-07-29 00:00:00
2864,322,201,0.0,1979-07-29 00:00:00
2865,322,31,0.0,1979-07-29 00:00:00
2866,322,20,1.0,1979-07-29 00:00:00
2867,323,201,0.0,1979-08-12 00:00:00
2868,323,3,1.0,1979-08-12 00:00:00
2869,323,26,4.0,1979-08-12 00:00:00
2870,323,5,9.0,1979-08-12 00:00:00
2871,323,33,0.0,1979-08-12 00:00:00
2872,323,2,11.0,1979-08-12 00:00:00
2873,323,55,0.0,1979-08-12 00:00:00
2874,323,20,0.0,1979-08-12 00:00:00
2875,323,56,0.0,1979-08-12 00:00:00
2876,323,0,0.0,1979-08-12 00:00:00
2877,323,52,0.0,1979-08-12 00:00:00
2878,323,57,0.0,1979-08-12 00:00:00
2879,323,54,0.0,1979-08-12 00:00:00
2880,323,58,0.0,1979-08-12 00:00:00
2881,323,31,0.0,1979-08-12 00:00:00
2882,323,24,0.0,1979-08-12 00:00:00
2883,324,54,0.0,1979-08-26 00:00:00
2884,324,31,0.0,1979-08-26 00:00:00
2885,324,55,0.0,1979-08-26 00:00:00
2886,324,3,0.0,1979-08-26 00:00:00
2887,324,20,1.0,1979-08-26 00:00:00
2888,324,24,0.0,1979-08-26 00:00:00
2889,324,58,0.0,1979-08-26 00:00:00
2890,324,52,0.0,1979-08-26 00:00:00
2891,324,0,0.0,1979-08-26 00:00:00
2892,324,2,9.0,1979-08-26 00:00:00
2893,324,5,6.0,1979-08-26 00:00:00
2894,324,26,6.0,1979-08-26 00:00:00
2895,324,201,3.0,1979-08-26 00:00:00
2896,324,57,0.0,1979-08-26 00:00:00
2897,324,56,0.0,1979-08-26 00:00:00
2898,325,56,0.0,1979-09-09 00:00:00
2899,325,0,0.0,1979-09-09 00:00:00
2900,325,55,0.0,1979-09-09 00:00:00
2901,325,58,0.0,1979-09-09 00:00:00
2902,325,60,0.0,1979-09-09 00:00:00
2903,325,201,3.0,1979-09-09 00:00:00
2904,325,24,1.0,1979-09-09 00:00:00
2905,325,52,0.0,1979-09-09 00:00:00
2906,325,49,0.0,1979-09-09 00:00:00
2907,325,20,0.0,1979-09-09 00:00:00
2908,325,3,0.0,1979-09-09 00:00:00
2909,325,31,2.0,1979-09-09 00:00:00
2910,325,2,4.0,1979-09-09 00:00:00
2911,325,57,0.0,1979-09-09 00:00:00
2912,325,26,0.0,1979-09-09 00:00:00
2913,325,5,15.0,1979-09-09 00:00:00
2914,325,54,0.0,1979-09-09 00:00:00
2915,326,52,0.0,1979-09-30 00:00:00
2916,326,55,0.0,1979-09-30 00:00:00
2917,326,57,0.0,1979-09-30 00:00:00
2918,326,58,0.0,1979-09-30 00:00:00
2919,326,20,0.0,1979-09-30 00:00:00
2920,326,26,0.0,1979-09-30 00:00:00
2921,326,2,13.0,1979-09-30 00:00:00
2922,326,49,0.0,1979-09-30 00:00:00
2923,326,31,0.0,1979-09-30 00:00:00
2924,326,56,0.0,1979-09-30 00:00:00
2925,326,54,0.0,1979-09-30 00:00:00
2926,326,179,0.0,1979-09-30 00:00:00
2927,326,5,9.0,1979-09-30 00:00:00
2928,326,0,1.0,1979-09-30 00:00:00
2929,326,24,2.0,1979-09-30 00:00:00
2930,326,3,0.0,1979-09-30 00:00:00
2931,326,60,0.0,1979-09-30 00:00:00
2932,327,0,1.0,1979-10-07 00:00:00
2933,327,52,2.0,1979-10-07 00:00:00
2934,327,31,0.0,1979-10-07 00:00:00
2935,327,57,0.0,1979-10-07 00:00:00
2936,327,24,4.0,1979-10-07 00:00:00
2937,327,3,6.0,1979-10-07 00:00:00
2938,327,5,9.0,1979-10-07 00:00:00
2939,327,179,0.0,1979-10-07 00:00:00
2940,327,20,0.0,1979-10-07 00:00:00
2941,327,54,0.0,1979-10-07 00:00:00
2942,327,55,0.0,1979-10-07 00:00:00
2943,327,58,0.0,1979-10-07 00:00:00
2944,327,60,0.0,1979-10-07 00:00:00
2945,327,49,0.0,1979-10-07 00:00:00
2946,327,56,3.0,1979-10-07 00:00:00
2947,327,26,0.0,1979-10-07 00:00:00
2948,327,2,0.0,1979-10-07 00:00:00
2949,328,20,0.0,1980-01-13 00:00:00
2950,328,43,0.0,1980-01-13 00:00:00
2951,328,56,0.0,1980-01-13 00:00:00
2952,328,3,0.0,1980-01-13 00:00:00
2953,328,31,0.0,1980-01-13 00:00:00
2954,328,52,0.0,1980-01-13 00:00:00
2955,328,26,0.0,1980-01-13 00:00:00
2956,328,24,3.0,1980-01-13 00:00:00
2957,328,5,0.0,1980-01-13 00:00:00
2958,328,0,1.0,1980-01-13 00:00:00
2959,328,49,2.0,1980-01-13 00:00:00
2960,328,54,4.0,1980-01-13 00:00:00
2961,328,33,6.0,1980-01-13 00:00:00
2962,328,2,9.0,1980-01-13 00:00:00
2963,328,55,0.0,1980-01-13 00:00:00
2964,329,26,3.0,1980-01-27 00:00:00
2965,329,3,9.0,1980-01-27 00:00:00
2966,329,31,6.0,1980-01-27 00:00:00
2967,329,2,4.0,1980-01-27 00:00:00
2968,329,0,2.0,1980-01-27 00:00:00
2969,329,5,0.0,1980-01-27 00:00:00
2970,329,52,0.0,1980-01-27 00:00:00
2971,329,33,0.0,1980-01-27 00:00:00
2972,329,54,0.0,1980-01-27 00:00:00
2973,329,24,0.0,1980-01-27 00:00:00
2974,329,49,0.0,1980-01-27 00:00:00
2975,329,55,0.0,1980-01-27 00:00:00
2976,329,56,0.0,1980-01-27 00:00:00
2977,329,43,0.0,1980-01-27 00:00:00
2978,329,20,1.0,1980-01-27 00:00:00
2979,330,43,0.0,1980-03-01 00:00:00
2980,330,5,0.0,1980-03-01 00:00:00
2981,330,49,0.0,1980-03-01 00:00:00
2982,330,56,0.0,1980-03-01 00:00:00
2983,330,31,0.0,1980-03-01 00:00:00
2984,330,0,0.0,1980-03-01 00:00:00
2985,330,52,0.0,1980-03-01 00:00:00
2986,330,54,0.0,1980-03-01 00:00:00
2987,330,24,0.0,1980-03-01 00:00:00
2988,330,20,1.0,1980-03-01 00:00:00
2989,330,2,2.0,1980-03-01 00:00:00
2990,330,33,3.0,1980-03-01 00:00:00
2991,330,26,10.0,1980-03-01 00:00:00
2992,330,55,0.0,1980-03-01 00:00:00
2993,330,3,9.0,1980-03-01 00:00:00
2994,331,56,0.0,1980-03-30 00:00:00
2995,331,52,0.0,1980-03-30 00:00:00
2996,331,43,0.0,1980-03-30 00:00:00
2997,331,2,0.0,1980-03-30 00:00:00
2998,331,49,0.0,1980-03-30 00:00:00
2999,331,55,0.0,1980-03-30 00:00:00
3000,331,31,0.0,1980-03-30 00:00:00
3001,331,24,0.0,1980-03-30 00:00:00
3002,331,3,0.0,1980-03-30 00:00:00
3003,331,33,9.0,1980-03-30 00:00:00
3004,331,20,6.0,1980-03-30 00:00:00
3005,331,5,2.0,1980-03-30 00:00:00
3006,331,0,3.0,1980-03-30 00:00:00
3007,331,26,1.0,1980-03-30 00:00:00
3008,331,54,4.0,1980-03-30 00:00:00
3009,332,43,0.0,1980-05-04 00:00:00
3010,332,56,0.0,1980-05-04 00:00:00
3011,332,55,0.0,1980-05-04 00:00:00
3012,332,33,0.0,1980-05-04 00:00:00
3013,332,49,0.0,1980-05-04 00:00:00
3014,332,20,0.0,1980-05-04 00:00:00
3015,332,52,0.0,1980-05-04 00:00:00
3016,332,31,0.0,1980-05-04 00:00:00
3017,332,5,1.0,1980-05-04 00:00:00
3018,332,24,2.0,1980-05-04 00:00:00
3019,332,3,3.0,1980-05-04 00:00:00
3020,332,2,10.0,1980-05-04 00:00:00
3021,332,26,9.0,1980-05-04 00:00:00
3022,332,0,0.0,1980-05-04 00:00:00
3023,332,54,0.0,1980-05-04 00:00:00
3024,333,26,6.0,1980-05-18 00:00:00
3025,333,2,9.0,1980-05-18 00:00:00
3026,333,55,0.0,1980-05-18 00:00:00
3027,333,56,0.0,1980-05-18 00:00:00
3028,333,43,0.0,1980-05-18 00:00:00
3029,333,0,0.0,1980-05-18 00:00:00
3030,333,24,0.0,1980-05-18 00:00:00
3031,333,49,0.0,1980-05-18 00:00:00
3032,333,33,4.0,1980-05-18 00:00:00
3033,333,52,0.0,1980-05-18 00:00:00
3034,333,31,0.0,1980-05-18 00:00:00
3035,333,54,1.0,1980-05-18 00:00:00
3036,333,5,2.0,1980-05-18 00:00:00
3037,333,20,3.0,1980-05-18 00:00:00
3038,333,3,0.0,1980-05-18 00:00:00
3039,334,31,0.0,1980-06-29 00:00:00
3040,334,49,0.0,1980-06-29 00:00:00
3041,334,52,0.0,1980-06-29 00:00:00
3042,334,43,0.0,1980-06-29 00:00:00
3043,334,54,0.0,1980-06-29 00:00:00
3044,334,24,0.0,1980-06-29 00:00:00
3045,334,0,0.0,1980-06-29 00:00:00
3046,334,5,0.0,1980-06-29 00:00:00
3047,334,3,2.0,1980-06-29 00:00:00
3048,334,33,3.0,1980-06-29 00:00:00
3049,334,26,10.0,1980-06-29 00:00:00
3050,334,56,0.0,1980-06-29 00:00:00
3051,334,20,0.0,1980-06-29 00:00:00
3052,334,2,10.0,1980-06-29 00:00:00
3053,334,55,0.0,1980-06-29 00:00:00
3054,335,52,0.0,1980-07-13 00:00:00
3055,335,33,6.0,1980-07-13 00:00:00
3056,335,24,5.0,1980-07-13 00:00:00
3057,335,0,1.0,1980-07-13 00:00:00
3058,335,20,0.0,1980-07-13 00:00:00
3059,335,55,0.0,1980-07-13 00:00:00
3060,335,43,0.0,1980-07-13 00:00:00
3061,335,49,0.0,1980-07-13 00:00:00
3062,335,31,0.0,1980-07-13 00:00:00
3063,335,2,13.0,1980-07-13 00:00:00
3064,335,26,0.0,1980-07-13 00:00:00
3065,335,3,0.0,1980-07-13 00:00:00
3066,335,54,0.0,1980-07-13 00:00:00
3067,335,5,0.0,1980-07-13 00:00:00
3068,336,52,0.0,1980-08-10 00:00:00
3069,336,3,0.0,1980-08-10 00:00:00
3070,336,43,0.0,1980-08-10 00:00:00
3071,336,54,0.0,1980-08-10 00:00:00
3072,336,31,0.0,1980-08-10 00:00:00
3073,336,0,0.0,1980-08-10 00:00:00
3074,336,5,1.0,1980-08-10 00:00:00
3075,336,55,0.0,1980-08-10 00:00:00
3076,336,20,0.0,1980-08-10 00:00:00
3077,336,26,9.0,1980-08-10 00:00:00
3078,336,2,10.0,1980-08-10 00:00:00
3079,336,33,3.0,1980-08-10 00:00:00
3080,336,49,2.0,1980-08-10 00:00:00
3081,336,24,0.0,1980-08-10 00:00:00
3082,337,55,0.0,1980-08-17 00:00:00
3083,337,43,0.0,1980-08-17 00:00:00
3084,337,24,0.0,1980-08-17 00:00:00
3085,337,49,0.0,1980-08-17 00:00:00
3086,337,20,0.0,1980-08-17 00:00:00
3087,337,52,0.0,1980-08-17 00:00:00
3088,337,54,0.0,1980-08-17 00:00:00
3089,337,0,0.0,1980-08-17 00:00:00
3090,337,31,1.0,1980-08-17 00:00:00
3091,337,33,2.0,1980-08-17 00:00:00
3092,337,26,3.0,1980-08-17 00:00:00
3093,337,2,10.0,1980-08-17 00:00:00
3094,337,3,9.0,1980-08-17 00:00:00
3095,337,5,0.0,1980-08-17 00:00:00
3096,338,49,0.0,1980-08-31 00:00:00
3097,338,43,0.0,1980-08-31 00:00:00
3098,338,20,0.0,1980-08-31 00:00:00
3099,338,55,0.0,1980-08-31 00:00:00
3100,338,54,0.0,1980-08-31 00:00:00
3101,338,52,0.0,1980-08-31 00:00:00
3102,338,5,0.0,1980-08-31 00:00:00
3103,338,0,1.0,1980-08-31 00:00:00
3104,338,33,9.0,1980-08-31 00:00:00
3105,338,3,6.0,1980-08-31 00:00:00
3106,338,26,4.0,1980-08-31 00:00:00
3107,338,2,3.0,1980-08-31 00:00:00
3108,338,24,2.0,1980-08-31 00:00:00
3109,338,31,0.0,1980-08-31 00:00:00
3110,339,20,0.0,1980-09-14 00:00:00
3111,339,52,0.0,1980-09-14 00:00:00
3112,339,24,0.0,1980-09-14 00:00:00
3113,339,43,0.0,1980-09-14 00:00:00
3114,339,3,0.0,1980-09-14 00:00:00
3115,339,55,0.0,1980-09-14 00:00:00
3116,339,0,0.0,1980-09-14 00:00:00
3117,339,26,1.0,1980-09-14 00:00:00
3118,339,31,3.0,1980-09-14 00:00:00
3119,339,2,10.0,1980-09-14 00:00:00
3120,339,33,9.0,1980-09-14 00:00:00
3121,339,5,0.0,1980-09-14 00:00:00
3122,339,54,2.0,1980-09-14 00:00:00
3123,339,49,0.0,1980-09-14 00:00:00
3124,340,2,15.0,1980-09-28 00:00:00
3125,340,0,3.0,1980-09-28 00:00:00
3126,340,5,2.0,1980-09-28 00:00:00
3127,340,33,1.0,1980-09-28 00:00:00
3128,340,24,0.0,1980-09-28 00:00:00
3129,340,54,0.0,1980-09-28 00:00:00
3130,340,31,0.0,1980-09-28 00:00:00
3131,340,20,0.0,1980-09-28 00:00:00
3132,340,55,0.0,1980-09-28 00:00:00
3133,340,3,0.0,1980-09-28 00:00:00
3134,340,49,0.0,1980-09-28 00:00:00
3135,340,43,0.0,1980-09-28 00:00:00
3136,340,52,0.0,1980-09-28 00:00:00
3137,340,26,4.0,1980-09-28 00:00:00
3138,341,2,15.0,1980-10-05 00:00:00
3139,341,31,4.0,1980-10-05 00:00:00
3140,341,3,0.0,1980-10-05 00:00:00
3141,341,52,0.0,1980-10-05 00:00:00
3142,341,54,0.0,1980-10-05 00:00:00
3143,341,5,0.0,1980-10-05 00:00:00
3144,341,0,0.0,1980-10-05 00:00:00
3145,341,24,0.0,1980-10-05 00:00:00
3146,341,20,0.0,1980-10-05 00:00:00
3147,341,49,0.0,1980-10-05 00:00:00
3148,341,33,0.0,1980-10-05 00:00:00
3149,341,43,0.0,1980-10-05 00:00:00
3150,341,55,0.0,1980-10-05 00:00:00
3151,341,26,6.0,1980-10-05 00:00:00
3152,342,36,0.0,1981-03-15 00:00:00
3153,342,49,3.0,1981-03-15 00:00:00
3154,342,5,0.0,1981-03-15 00:00:00
3155,342,31,0.0,1981-03-15 00:00:00
3156,342,43,0.0,1981-03-15 00:00:00
3157,342,20,0.0,1981-03-15 00:00:00
3158,342,52,0.0,1981-03-15 00:00:00
3159,342,26,0.0,1981-03-15 00:00:00
3160,342,0,0.0,1981-03-15 00:00:00
3161,342,2,15.0,1981-03-15 00:00:00
3162,342,3,0.0,1981-03-15 00:00:00
3163,342,54,0.0,1981-03-15 00:00:00
3164,342,53,1.0,1981-03-15 00:00:00
3165,342,24,2.0,1981-03-15 00:00:00
3166,342,33,4.0,1981-03-15 00:00:00
3167,342,55,0.0,1981-03-15 00:00:00
3168,343,2,15.0,1981-03-29 00:00:00
3169,343,20,4.0,1981-03-29 00:00:00
3170,343,31,2.0,1981-03-29 00:00:00
3171,343,55,3.0,1981-03-29 00:00:00
3172,343,26,1.0,1981-03-29 00:00:00
3173,343,0,0.0,1981-03-29 00:00:00
3174,343,54,0.0,1981-03-29 00:00:00
3175,343,53,0.0,1981-03-29 00:00:00
3176,343,33,0.0,1981-03-29 00:00:00
3177,343,24,0.0,1981-03-29 00:00:00
