id,post_id,user_id,post_history_type_id,user_display_name,content_license,revision_guid,text,comment,creation_date
177453,54915,,25,,,151022fa-addc-4e75-8ebe-706f9a22c114,,http://twitter.com/#!/StackStats/status/376723347809517569,2013-09-08 15:06:59.810
177852,16337,2081.0,5,,CC BY-SA 3.0,ecb1723a-e780-466a-bcf9-8affd469662d,"**Spearman rho vs Kendall tau**. These two are so much computationally different that you *cannot* directly compare their magnitudes. Spearman is usually higher by 1/4 to 1/3 and this makes one incorrectly conclude that Spearman is ""better"" for a particular dataset. The difference between rho and tau is in their ideology, *proportion-of-variance* for rho and *probability* for tau. Rho is a usual Pearson r applied for ranked data, and like r, is more sensitive to points with large moments (that is, deviations from cloud centre) than to points with small moments. Therefore rho is quite sensitive to the shape of the cloud after ranking: the coefficient for an oblong rhombic cloud will be higher than the coefficient for an oblong dumbbelled cloud (because sharp edges of the first are large moments). Tau is an extension of Gamma and is equally sensitive to all points, so it is less sensitive to peculiarities in shape of the ranked cloud. Tau is more ""general"" than rho, for rho is warranted only when you believe the underlying relationship between the variables is monotonic. Rho is comparable with r in magnitude; tau is not.

**Kendall tau as Gamma**. Tau is just a standardized form of Gamma. Several related measures all have numerator $P-Q$ but differ in normalizing *denominator*:

 - Gamma: $P+Q$
 - Somer's D(""x dependent""): $P+Q+T_x$
 - Somer's D(""y dependent""): $P+Q+T_y$
 - Somer's D(""symmetric""): arithmetic mean of the above two
 - Kendall's Tau-b corr. (most suitable for square tables): geometric mean of those two
 - Kendall's Tau-c corr. (most suitable for rectangular tables): $N^2(k-1)/2k$
 - Kendall's Tau-a corr. (makes nо adjustment for ties): $N(N-1)/2 = P+Q+T_x+T_y+T_{xy}$

where $P$ - number of pairs of observations with ""concordance"", $Q$ - with ""inversion""; $T_x$ - number of ties by variable X, $T_y$ - by variable Y, $T_{xy}$ – by both variables; $N$ - number of observations, $k$ - number of distinct values in that variable where this number is less.
",added 87 characters in body,2013-09-10 10:14:19.363
177859,16337,2081.0,5,,CC BY-SA 3.0,834fd617-762f-49fa-b3a5-cafe5a705a0c,"**Spearman rho vs Kendall tau**. These two are so much computationally different that you *cannot* directly compare their magnitudes. Spearman is usually higher by 1/4 to 1/3 and this makes one incorrectly conclude that Spearman is ""better"" for a particular dataset. The difference between rho and tau is in their ideology, *proportion-of-variance* for rho and *probability* for tau. Rho is a usual Pearson r applied for ranked data, and like r, is more sensitive to points with large moments (that is, deviations from cloud centre) than to points with small moments. Therefore rho is quite sensitive to the shape of the cloud after ranking: the coefficient for an oblong rhombic cloud will be higher than the coefficient for an oblong dumbbelled cloud (because sharp edges of the first are large moments). Tau is an extension of Gamma and is equally sensitive to all points, so it is less sensitive to peculiarities in shape of the ranked cloud. Tau is more ""general"" than rho, for rho is warranted only when you believe the underlying relationship between the variables is monotonic. Rho is comparable with r in magnitude; tau is not.

**Kendall tau as Gamma**. Tau is just a standardized form of Gamma. Several related measures all have numerator $P-Q$ but differ in normalizing *denominator*:

 - Gamma: $P+Q$
 - Somer's D(""x dependent""): $P+Q+T_x$
 - Somer's D(""y dependent""): $P+Q+T_y$
 - Somer's D(""symmetric""): arithmetic mean of the above two
 - Kendall's Tau-b corr. (most suitable for square tables): geometric mean of those two
 - Kendall's Tau-c corr. (most suitable for rectangular tables): $N^2(k-1)/(2k)$
 - Kendall's Tau-a corr. (makes nо adjustment for ties): $N(N-1)/2 = P+Q+T_x+T_y+T_{xy}$

where $P$ - number of pairs of observations with ""concordance"", $Q$ - with ""inversion""; $T_x$ - number of ties by variable X, $T_y$ - by variable Y, $T_{xy}$ – by both variables; $N$ - number of observations, $k$ - number of distinct values in that variable where this number is less.
",added 2 characters in body,2013-09-10 10:46:32.390
177900,55043,18198.0,2,,CC BY-SA 3.0,b5f3d14a-c2ed-4993-b73e-c41a04b6ae94,"My problem is similar to this one but I am looking for a different solution: (so if it should be merged just let me know).

http://stats.stackexchange.com/questions/21742/measuring-whats-lost-in-pca-dimensionality-reduction

I my application we have a correlation matrix of dimension 30 upon which we conduct a PCA analysis and retain the first three eigenvectors on the basis that they typically contain 90+% of the variation. 

However this has always struck me as a little arbitrary, I would like to test whether these smaller eigenvectors do actually contain a ""signal"" rather than white noise.

I suppose one very simple method would be to split the data up and see if these smaller eignevectors maintain a similar shape, but I would like to find a more scientifically robust way to test this hypothesis.
",,2013-09-10 13:00:25.933
177901,55043,18198.0,1,,CC BY-SA 3.0,b5f3d14a-c2ed-4993-b73e-c41a04b6ae94,"Testing whether small Eigenvalues produce a ""signal""",,2013-09-10 13:00:25.933
177902,55043,18198.0,3,,CC BY-SA 3.0,b5f3d14a-c2ed-4993-b73e-c41a04b6ae94,<pca><information-theory>,,2013-09-10 13:00:25.933
177953,55043,18198.0,6,,CC BY-SA 3.0,b36dd6d7-23d1-4200-9a85-5102a479f8bb,<pca><information-theory><ica>,edited tags,2013-09-10 15:29:32.983
178298,55150,21630.0,1,,CC BY-SA 3.0,42df28a9-3aab-430b-9843-3528cc18147c,Mathematical definition of causality,,2013-09-12 01:13:21.980
185696,57278,20144.0,1,,CC BY-SA 3.0,5d3d56c9-9330-4d2b-88f3-518b100b01d3,"Exponential family parameter estimation and fitting, references",,2013-10-11 06:43:41.090
185938,57348,594.0,5,,CC BY-SA 3.0,6ff91b81-0395-40da-ad4b-4532e4975f87,"If 
 
$$P = [0,0.9,0,0.1]$$

$$Q = [0,1,0,0]$$
 
Then $$KL(P||Q) = 0 + \ln(0.9/1)\cdot0.9 + 0 + 0 = -0.094$$ 
 
This shouldn't be possible from the Gibbs inequality. What am I misunderstanding? ",added 13 characters in body,2013-10-12 11:42:48.307
178297,55150,21630.0,2,,CC BY-SA 3.0,42df28a9-3aab-430b-9843-3528cc18147c,"Let Y and X be random variables. E(Y|X) is the conditional mean of Y given X. We say Y is not causally related to X if E(Y|X) does not depend on X, i.e., it is equal to E(Y). Now, let's go along with this definiton of causality for a second. By the law of iterated expectations, E(XE(Y|X)) = E(E(XY|X)) = E(XY). This means that if E(Y|X) does not depend on X, if it is equal to E(Y), then E(X)E(Y) = E(XY). In other words: 

If X and Y are not causally related, then X and Y are uncorrelated! - This makes no sense and I know this must be wrong. What is my mistake?

Kind regards,

Christian",,2013-09-12 01:13:21.980
178299,55150,21630.0,3,,CC BY-SA 3.0,42df28a9-3aab-430b-9843-3528cc18147c,<econometrics><conditional-expectation>,,2013-09-12 01:13:21.980
178303,55150,21630.0,5,,CC BY-SA 3.0,5a0417cf-2e26-40b7-af28-f00ff2387346,"Let Y and X be random variables. E(Y|X) is the conditional mean of Y given X. We say Y is not causally related to X if E(Y|X) does not depend on X, i.e., it is equal to E(Y). Now, let's go along with this definiton of causality for a second. By the law of iterated expectations, E(XE(Y|X)) = E(E(XY|X)) = E(XY). This means that if E(Y|X) does not depend on X, if it is equal to E(Y), then E(X)E(Y) = E(XY). 

In econometrics we generally assume E(Y|X) = b0 + b1*X. So E(Y|X) = E(Y) is equivalent to b1 = 0. The logic applies in this specific scenario too.

In other words: 

If X and Y are not causally related, then X and Y are uncorrelated! - This makes no sense and I know this must be wrong. What is my mistake?

Kind regards,

Christian",added 154 characters in body,2013-09-12 01:22:02.703
178311,55150,5237.0,5,,CC BY-SA 3.0,7c2dc3e9-2c38-4f8f-8cdb-c3397fee19cb,"Let $Y$ and $X$ be random variables. $E(Y|X)$ is the conditional mean of $Y$ given $X$. We say $Y$ is not causally related to $X$ if $E(Y|X)$ does not depend on $X$, i.e., it is equal to $E(Y)$. Now, let's go along with this definition of causality for a second. By the law of iterated expectations, $E(XE(Y|X)) = E(E(XY|X)) = E(XY)$. This means that if $E(Y|X)$ does not depend on $X$, if it is equal to $E(Y)$, then $E(X)E(Y) = E(XY)$. 

In econometrics we generally assume $E(Y|X) = b_0 + b_1X$. So $E(Y|X) = E(Y)$ is equivalent to $b_1 = 0$. The logic applies in this specific scenario too.

In other words: 

If $X$ and $Y$ are not causally related, then $X$ and $Y$ are uncorrelated! - This makes no sense and I know this must be wrong. What is my mistake?
",formatted; removed signature,2013-09-12 01:41:23.783
178312,55150,21630.0,5,,CC BY-SA 3.0,14307d4b-f114-4f0b-b384-869cd9b1fa77,"Let $Y$ and $X$ be random variables. $E(Y|X)$ is the conditional mean of $Y$ given $X$. We say $Y$ is not causally related to $X$ if $E(Y|X)$ does not depend on $X$, which implies it is equal to $E(Y)$. Now, let's go along with this definition of causality for a second. By the law of iterated expectations, $E(XE(Y|X)) = E(E(XY|X)) = E(XY)$. This means that if $E(Y|X)$ does not depend on $X$, if it is equal to $E(Y)$, then $E(X)E(Y) = E(XY)$. 

In other words: 

If $X$ and $Y$ are not causally related, then $X$ and $Y$ are uncorrelated! - This makes no sense and I know this must be wrong. Have I defined causality incorrectly? What have I done wrong? 

In econometrics we generally assume $E(Y|X) = b_0 + b_1X$. So $E(Y|X) = E(Y)$ is equivalent to $b_1 = 0$. The logic applies in this specific scenario too.
",added 51 characters in body,2013-09-12 02:08:52.787
178317,55150,,25,,,241a0024-1c80-4cea-8a54-7fd75db59461,,http://twitter.com/#!/StackStats/status/377991721180987392,2013-09-12 03:07:03.497
178427,55182,17573.0,2,,CC BY-SA 3.0,d9871688-2e22-4bd2-820f-8fb0ce846fdf,"You have defined causality incorrectly, yes.  Probably, you have heard the saying ""correlation isn't causation.""  You have essentially defined causality as correlation.  The problem is worse than that, though.  Causality is not a statistical or probabilistic concept at all, at least as those topics are normally taught.  There is no statistical or probabilistic definition of causality: nothing involving conditional expectations or conditional distributions or suchlike.  It is hard to pick up this fact from courses in statistics or econometrics, though.

Unfortunately, we tend to do a better job saying what causality isn't than what causality is.  Causality always and everywhere comes from theory, from a priori reasoning, from assumptions.  You mentioned econometrics.  If you have been taught instrumental variables competently, then you know that causal effects can only be measured if you have an ""exclusion restriction.""  And you know that exclusion restrictions always come from theory.

You said you wanted math, though.  The guy you want to read is [Judea Pearl][1].  It's not easy math, and the math sometimes wanders off into philosophy, but that's because causality is a hard subject.  Here is [a page][2] with more links on the subject.

If the math there is too hard, let me know, and I will see if I can find an easier presentation.


  [1]: http://projecteuclid.org/DPubS/Repository/1.0/Disseminate?view=body&id=pdfview_1&handle=euclid.ssu/1255440554
  [2]: http://vserver1.cscs.lsa.umich.edu/~crshalizi/notebooks/causality.html",,2013-09-12 13:18:37.003
178431,55182,17573.0,5,,CC BY-SA 3.0,d318bda4-2a10-4535-a249-bd6eebb6c455,"You have defined causality incorrectly, yes.  Probably, you have heard the saying ""correlation isn't causation.""  You have essentially defined causality as correlation.  The problem is worse than that, though.  Causality is not a statistical or probabilistic concept at all, at least as those topics are normally taught.  There is no statistical or probabilistic definition of causality: nothing involving conditional expectations or conditional distributions or suchlike.  It is hard to pick up this fact from courses in statistics or econometrics, though.

Unfortunately, we tend to do a better job saying what causality isn't than what causality is.  Causality always and everywhere comes from theory, from a priori reasoning, from assumptions.  You mentioned econometrics.  If you have been taught instrumental variables competently, then you know that causal effects can only be measured if you have an ""exclusion restriction.""  And you know that exclusion restrictions always come from theory.

You said you wanted math, though.  The guy you want to read is [Judea Pearl][1].  It's not easy math, and the math sometimes wanders off into philosophy, but that's because causality is a hard subject.  Here is [a page][2] with more links on the subject.  Here is [a free online book][3] I just came across.  Finally, here is [a previous question][4] where I gave an answer you might find useful.


  [1]: http://projecteuclid.org/DPubS/Repository/1.0/Disseminate?view=body&id=pdfview_1&handle=euclid.ssu/1255440554
  [2]: http://vserver1.cscs.lsa.umich.edu/~crshalizi/notebooks/causality.html
  [3]: http://www.hsph.harvard.edu/miguel-hernan/causal-inference-book/
  [4]: http://stats.stackexchange.com/questions/59588/what-is-endogeneity-and-what-does-it-mean-substantively-as-an-extension-what-is",added additional relevant links,2013-09-12 13:38:24.510
178452,55150,,24,,CC BY-SA 3.0,2a5d9eac-f1f9-4cce-aadd-981efbf470c7,,"Proposed by 25212 approved by 686, 601 edit id of 5387",2013-09-12 14:01:36.937
178451,55150,17573.0,6,,CC BY-SA 3.0,2a5d9eac-f1f9-4cce-aadd-981efbf470c7,<econometrics><causality><conditional-expectation>,Added tag causal inference,2013-09-12 14:01:36.937
178525,55209,20222.0,3,,CC BY-SA 3.0,6030c099-6008-47b8-ba82-1b3c70a4349f,<distributions><statistical-significance><confidence-interval><kolmogorov-smirnov-test>,,2013-09-12 19:12:06.933
178526,55209,20222.0,2,,CC BY-SA 3.0,6030c099-6008-47b8-ba82-1b3c70a4349f,"As a non-statistician, I need help in interpreting a customer specified two-part reliability requirement that I think involves KS.

Requirement Part 1

R[4 years] must be greater than or equal to 0.95 and

R[8 years] must be greater than or equal to 0.85

I have plotted the reliability (survival) function of a 2-parameter Weibull distribution that meets the above requirement in Plot A below. The shape parameter is 1.664 and the characteristic life is 23.844 for this distribution.


![Plot A]![enter image description here][1]


Requirement Part 2

The confidence level shall be 90% when demonstrating the Part 1 requirement via product life testing.

It’s the Part 2 that I’m a bit shaky on. On page 8-54 of MIL-HDBK-338B (http://www.sre.org/pubs/Mil-Hdbk-338B.pdf) there is a table showing KS critical “d” values as a function samples size, N and significance level, alpha (also note the plot on page 8-57). From this table I took a d value of 0.264 based on a signficance value of 0.10 and a sample size of 20. Plot B below shows my result. My interpretation of Plot B is that after running a life test on 20 samples that if the resulting reliability plot does not fall below the lower boundary shown in Plot B then we have met the requirements.

![Plot B]![enter image description here][2]

I have two questions:

1. Did I translate the Part 2 requirement properly when I used an alpha of 0.10 to obtain the KS critical value of 0.264 ?  In other words, does a 90% confidence equal a 0.10 significance within the KS context ? If not, can someone provide guidance ?

2. How would *you* interpret Plot B ?

Many thanks.


  [1]: https://i.stack.imgur.com/bY5JN.png
  [2]: https://i.stack.imgur.com/ilZqf.png",,2013-09-12 19:12:06.933
178527,55209,20222.0,1,,CC BY-SA 3.0,6030c099-6008-47b8-ba82-1b3c70a4349f,Interpretation of Kolmogorov-Smirnov Critical Value Generated Distributions,,2013-09-12 19:12:06.933
178714,55260,13459.0,2,,CC BY-SA 3.0,61e5ebd1-a4c6-465d-9694-7b23e87c2e5f,"I have a dataframe with 2 million rows and approximately 200 columns/features. Approximately 30-40% of the entries are blank. I am trying to find important features for a binary response variable.  The predictors may be categorical or continuous. 

I started with applying logistic regression, but having so much missing entries I feel that this is not a good approach as glm discard all records which have any item blank. So I am now looking to apply tree based algorithms (`rpart` or `gbm`) which are capable to handle missing data in a better way. 

Since my data is too big for `rpart` or `gbm`, I decided to randomly fetch 10,000 records from original data, apply `rpart` on that, and keep building a pool of important variables. However, even this 10,000 records seem to be too much for the `rpart` algorithm. 

What can I do in this situation? Is there any switch that I can use to make it fast? Or it is impossible to apply `rpart` on my data. 

I am using the following rpart command:

    varimp = rpart(fmla,  dat=tmpData, method = ""class"")$variable.importance

",,2013-09-13 15:45:00.397
178716,55260,13459.0,3,,CC BY-SA 3.0,61e5ebd1-a4c6-465d-9694-7b23e87c2e5f,<r><regression><cart><big-data>,,2013-09-13 15:45:00.397
178715,55260,13459.0,1,,CC BY-SA 3.0,61e5ebd1-a4c6-465d-9694-7b23e87c2e5f,which regression tree to use for large data?,,2013-09-13 15:45:00.397
178735,55260,5237.0,5,,CC BY-SA 3.0,6df3ac67-9fb1-42aa-9d67-eaba2cda024d,"I have a dataframe with 2 million rows and approximately 200 columns / features. Approximately 30-40% of the entries are blank. I am trying to find important features for a binary response variable.  The predictors may be categorical or continuous. 

I started with applying logistic regression, but having so much missing entries I feel that this is not a good approach as glm discard all records which have any item blank. So I am now looking to apply tree based algorithms (`rpart` or `gbm`) which are capable to handle missing data in a better way. 

Since my data is too big for `rpart` or `gbm`, I decided to randomly fetch 10,000 records from original data, apply `rpart` on that, and keep building a pool of important variables. However, even this 10,000 records seem to be too much for the `rpart` algorithm. 

What can I do in this situation? Is there any switch that I can use to make it fast? Or it is impossible to apply `rpart` on my data. 

I am using the following rpart command:

    varimp = rpart(fmla,  dat=tmpData, method = ""class"")$variable.importance

",switched tag; light editing,2013-09-13 17:07:10.740
178737,55260,5237.0,6,,CC BY-SA 3.0,6df3ac67-9fb1-42aa-9d67-eaba2cda024d,<r><regression><cart><large-data>,switched tag; light editing,2013-09-13 17:07:10.740
178736,55260,5237.0,4,,CC BY-SA 3.0,6df3ac67-9fb1-42aa-9d67-eaba2cda024d,Which regression tree to use for large data?,switched tag; light editing,2013-09-13 17:07:10.740
179054,55361,227.0,2,,CC BY-SA 3.0,ea423552-8c7b-4505-a48b-1794fd331c90,"I'm working through Think Bayes (free here: http://www.greenteapress.com/thinkbayes/) and I'm on exercise 3.1. Here's a summary of the problem:

""A railroad numbers its locomotives in order 1..N. One day you see a locomotive with the number 60. Estimate how many locomotives the railroad has.""

This solution is found with the likelihood function and exponential prior like so:

    class Train(Suite):
      def __init__(self, hypos, alpha=1.0):
        # Create an exponential prior
        Pmf.__init__(self)
        for hypo in hypos:
          self.Set(hypo, hypo**(-alpha))
        self.Normalize()
      def Likelihood(self, data, hypo):
        if hypo < data:
          return 0
        else:
          return (1.0/hypo)

Conceptually this is saying, if we see a train number larger than one of our hypotheses (1...1000) then every hypothesis that's smaller has a zero chance of being correct. The rest of the hypotheses have a 1/number_of_trains chance of showing us a train with this number.

In the exercise I'm working on the author then adds on a little extra. This assumes there's only one company. In real life however you'd have a mixture of big and small companies and bigger companies (both equally likely). However, this would mean that you're more likely to see a train from a bigger company since they'd have more trains.

Now the question is how to reflect this in the likelihood function?

This isn't Stack Overflow so I'm not really asking for coding help, but instead perhaps just help about how I might think about this problem in terms of a likelihood function.",,2013-09-15 23:02:42.580
179055,55361,227.0,1,,CC BY-SA 3.0,ea423552-8c7b-4505-a48b-1794fd331c90,Locomotive problem with various size companies,,2013-09-15 23:02:42.580
179056,55361,227.0,3,,CC BY-SA 3.0,ea423552-8c7b-4505-a48b-1794fd331c90,<bayesian><conditional-probability><bayes>,,2013-09-15 23:02:42.580
179324,55436,21778.0,3,,CC BY-SA 3.0,2d9d4004-d3f1-4abd-aded-1fab527cffbd,<classification><predictive-models>,,2013-09-16 22:19:43.457
179323,55436,21778.0,1,,CC BY-SA 3.0,2d9d4004-d3f1-4abd-aded-1fab527cffbd,Creating a high predictive value classifier,,2013-09-16 22:19:43.457
179325,55436,21778.0,2,,CC BY-SA 3.0,2d9d4004-d3f1-4abd-aded-1fab527cffbd,"I have a two-class classification problem with n-dimensional data. I would like to train a classifier (preferably but not necessarily linear) with 100% positive predictive value. In other words, I want the model to completely avoid one of the classes. For this application a low-ish sensitivity is OK as long as PPV is ~100%.  
Do you have any suggestions of good techniques to use? 
Thank you!",,2013-09-16 22:19:43.457
179774,55576,21833.0,2,,CC BY-SA 3.0,aaf7aaeb-ac21-4d4d-b4be-c8c1715d8b8d,"I need to generate random numbers based on already existing partial correlation data (not correlation or covariance data). Specifically, a 168*12 matrix based on a 12*12 partial correlation matrix. The idea is to simulate a data matrix that can be used for testing a few components of a project.

Any help in this regard would be appreciated. I have looked around but have not found any threads that talk about doing this with partial correlation data.

If someone has ideas about implementation in MATLAB, that would be a bonus!

Thanks a lot in advance!",,2013-09-18 12:09:15.653
179885,55609,21842.0,2,,CC BY-SA 3.0,81b91f73-5152-46a9-b8b8-32a8b136aa2c,"I am a newbie here. well I am trying to find a method or a formula to forecast meals per day, which have ̀5 meals to upload on flights, sales, wastage and passengers are what I have to consider, the old template is not completed yet , and its not so good to forecast, and I can't think of other formulas or methods to forecast , I have the sales in the past few months.. anyone can suggest me which methods can solve this problem? well I am using MS.Excel to calculate or if there is a program to suggest me it would be great :) ..thanks a lot for helping and sorry for my bad english :)",,2013-09-18 18:04:46.113
179887,55609,21842.0,3,,CC BY-SA 3.0,81b91f73-5152-46a9-b8b8-32a8b136aa2c,<forecasting><excel>,,2013-09-18 18:04:46.113
179886,55609,21842.0,1,,CC BY-SA 3.0,81b91f73-5152-46a9-b8b8-32a8b136aa2c,how to forecast daily sale using Excel,,2013-09-18 18:04:46.113
179924,55617,21846.0,1,,CC BY-SA 3.0,f71e727d-faa6-41dc-a2b3-0cb8efc827f0,regression with rank order as dependent variable,,2013-09-18 19:30:10.233
179923,55617,21846.0,2,,CC BY-SA 3.0,f71e727d-faa6-41dc-a2b3-0cb8efc827f0,"I have data on 44 firms that have all been ranked by an expert. The ""best"" firm has rank 1, the second best has rank 2, ..., the last one has rank 44. 
I have a bunch of explanatory variables and would like to explain the rank of the firm on the basis of these variables. My inclination is to use a regression model, but am concerned about the fact that the dependent variable is limited, it can only be a positive discrete number. 

I have thought about ordinal regression, but that seems impossible since I would have as many categories as I have observations. 

What regression models would be possible? (preferably to be run in R)

thanks,
Peter
",,2013-09-18 19:30:10.233
179922,55617,21846.0,3,,CC BY-SA 3.0,f71e727d-faa6-41dc-a2b3-0cb8efc827f0,<regression><multiple-regression><ordinal-data>,,2013-09-18 19:30:10.233
179931,55617,,4,,CC BY-SA 3.0,c72f5abb-33e2-4530-8e0d-584193f7cbce,Regression with rank order as dependent variable,edited title,2013-09-18 19:53:54.687
180251,55722,21885.0,3,,CC BY-SA 3.0,541541c7-b766-4959-9575-bad302cfcdbb,<self-study><references><basic-concepts>,,2013-09-19 22:14:08.257
180252,55722,21885.0,1,,CC BY-SA 3.0,541541c7-b766-4959-9575-bad302cfcdbb,Looking for a good and complete probabilty and statistics book,,2013-09-19 22:14:08.257
180253,55722,21885.0,2,,CC BY-SA 3.0,541541c7-b766-4959-9575-bad302cfcdbb,"I never had the  opportunity to visit a stats course from a math faculty. I am looking for a probability theory and statistics book that is complete and self sufficient. By complete I mean that it contains all the proofs and not just states results. By self sufficient I mean that I am not required to read another book to be able to understand the book. Of course it can require college level (math student) calculus and linear algebra.

I have looked at multiple books and it didn't like any of them.

http://www.amazon.com/Probability-Statistics-Edition-Morris-DeGroot/dp/0321500466 is not complete enough. It just states a lot of stuff without the derivation.  Besides that I like it.

http://www.amazon.de/All-Statistics-Statistical-Inference-Springer/dp/0387402721
Didn't like it at all. Almost no explanations.

Weighing the Odds from David Willams is more formal  degroot  and seems to be is complete and  self sufficient. However, I find the style strange. He also invents new terms that only he seems to use. All the stuff that is explained in DeGroot too is explained better there.

If you know a great book in German that's also fine as I am german



",,2013-09-19 22:14:08.257
180263,55722,,5,,CC BY-SA 3.0,49d9fd74-8fe8-41cd-b829-6bf7a24ff93f,"I never had the  opportunity to visit a stats course from a math faculty. I am looking for a probability theory and statistics book that is complete and self sufficient. By complete I mean that it contains all the proofs and not just states results. By self sufficient I mean that I am not required to read another book to be able to understand the book. Of course it can require college level (math student) calculus and linear algebra.

I have looked at multiple books and it didn't like any of them.

 * DeGroot & Schervish (2011) *[Probability and Statistics (4th Edition)](http://www.amazon.com/Probability-Statistics-Edition-Morris-DeGroot/dp/0321500466)* Pearson

   This is not complete enough. It just states a lot of stuff without the derivation.  Besides that I like it.

 * Wasserman (2004) *[All of Statistics: A Concise Course in Statistical Inference](http://www.amazon.de/All-Statistics-Statistical-Inference-Springer/dp/0387402721)* Springer.

   Didn't like it at all. Almost no explanations.

""Weighing the Odds"" from David Willams is more formal than DeGroot and seems to be complete and self sufficient. However, I find the style strange. He also invents new terms that only he seems to use. All the stuff that is explained in DeGroot too is explained better there.

If you know a great book in German that's also fine as I am German.
",tidy up the links and some of the text,2013-09-19 22:45:38.583
180325,55576,21833.0,6,,CC BY-SA 3.0,fd875972-05b1-4263-a5cd-d3d9489b3c08,<time-series><correlation><matlab><random-generation><partial-correlation>,Elaborated on the question,2013-09-20 06:23:02.580
180324,55576,21833.0,5,,CC BY-SA 3.0,fd875972-05b1-4263-a5cd-d3d9489b3c08,"I need to generate random numbers based on already existing partial correlation data (not correlation or covariance data). Specifically, a 168*12 matrix based on a 12*12 partial correlation matrix. The idea is to simulate a data matrix that can be used for testing a few components of a project.

Any help in this regard would be appreciated. I have looked around but have not found any threads that talk about doing this with partial correlation data.

If someone has ideas about implementation in MATLAB, that would be a bonus!

Thanks a lot in advance!


Additions:
Apologies for any ambiguity. 

-What I mean by partial correlation matrix is a matrix containing the partial correlations, calculated for any two pairs by partialling out effect of all other pairs.

-The goal is: given a matrix of partial correlation values, is there a way I can generate a data set (168*12) that would have these partial correlation values?

-If there is a method to convert partial correlation to correlation values, that would be appreciated as well.

Thanks again!",Elaborated on the question,2013-09-20 06:23:02.580
181533,56091,2802.0,2,,CC BY-SA 3.0,2fe33530-03ff-46a5-8fff-35bb520ac699,"If you are searching for proofs, I have been working for some time on a free stats textbook that collects lots of proofs of elementary and less elementary facts that are difficult to find in probability and statistics books (because they are scattered here and there). You can have a look at it at http://www.statlect.com/
",,2013-09-25 11:04:55.647
185717,57284,,3,user14650,CC BY-SA 3.0,d0e821d4-743c-40ef-83e9-66dad2846efa,<r><confidence-interval><wilcoxon-signed-rank>,,2013-10-11 09:06:48.623
181536,55722,15827.0,5,,CC BY-SA 3.0,2c950a00-ef5e-4b19-b2c0-aaa310f0a991,"I never had the  opportunity to visit a stats course from a math faculty. I am looking for a probability theory and statistics book that is complete and self-sufficient. By complete I mean that it contains all the proofs and not just states results. By self-sufficient I mean that I am not required to read another book to be able to understand the book. Of course it can require college level (math student) calculus and linear algebra.

I have looked at multiple books and I didn't like any of them.

 * DeGroot & Schervish (2011) *[Probability and Statistics (4th Edition)](http://www.amazon.com/Probability-Statistics-Edition-Morris-DeGroot/dp/0321500466)* Pearson

   This is not complete enough. It just states a lot of stuff without the derivation.  Besides that I like it.

 * Wasserman (2004) *[All of Statistics: A Concise Course in Statistical Inference](http://www.amazon.de/All-Statistics-Statistical-Inference-Springer/dp/0387402721)* Springer.

   Didn't like it at all. Almost no explanations.

""Weighing the Odds"" from David Williams is more formal than DeGroot and seems to be complete and self-sufficient. However, I find the style strange. He also invents new terms that only he seems to use. All the stuff that is explained in DeGroot too is explained better there.

If you know a great book in German that's also fine as I am German.
",small fixes to English,2013-09-25 11:17:31.700
182197,56273,22126.0,2,,CC BY-SA 3.0,3d58bdc2-ec6e-4e7f-99ad-17ba229c5149,"I have a question, that is very important for me! :(
It is written in book ""basic statistics for business and economics"" for organizing data into a frequency distribution:
step 1: Decide on the number of classes. The goal is to use just enough groupings or classes to reveal the shape of the distribution. Some judgment is needed here. A useful recipe to determine the number of classes (k) is the ""2 to the k rule"". This guide suggests you select the smallest number (k) for the number of classes such that 2k (in words, 2 raised to the power of k) is greater than the number of observations (n). [n<=2k​]

I want to know, how can I prove this formula?",,2013-09-27 11:50:54.613
182198,56273,22126.0,1,,CC BY-SA 3.0,3d58bdc2-ec6e-4e7f-99ad-17ba229c5149,Frequency Distribution,,2013-09-27 11:50:54.613
182196,56273,22126.0,3,,CC BY-SA 3.0,3d58bdc2-ec6e-4e7f-99ad-17ba229c5149,<statistical-significance><mathematical-statistics><descriptive-statistics>,,2013-09-27 11:50:54.613
182206,56273,16474.0,6,,CC BY-SA 3.0,319e43fe-dd7e-42a2-9fdb-0e62559f4987,<descriptive-statistics>,deleted 27 characters in body; edited tags,2013-09-27 12:15:34.770
182205,56273,16474.0,5,,CC BY-SA 3.0,319e43fe-dd7e-42a2-9fdb-0e62559f4987,"I have a question, that is very important for me! :(
It is written in book ""basic statistics for business and economics"" for organizing data into a frequency distribution:
step 1: Decide on the number of classes. The goal is to use just enough groupings or classes to reveal the shape of the distribution. Some judgment is needed here. A useful recipe to determine the number of classes (k) is the ""2 to the $k$ rule"". This guide suggests you select the smallest number ($k$) for the number of classes such that $2^k$ is greater than the number of observations ($n$). [$n<=2^k$​]

I want to know, how can I prove this formula?",deleted 27 characters in body; edited tags,2013-09-27 12:15:34.770
