id,post_id,user_id,content_license,user_display_name,text,creation_date
80659,44635,668.0,CC BY-SA 3.0,,"A more robust method would be to test for symmetry around the *median*: after all, when a distribution is symmetric about its mean, its median must coincide with its median. Robustness is desirable because a single outlier would cause the empirical distribution to look highly asymmetric around the sample mean but would barely affect the symmetry around the sample median.  But precisely how do you propose to apply the Wilcoxon test here?",2013-04-18 18:44:47.707
80660,44635,728.0,CC BY-SA 3.0,,"@whuber: (1) We can test the symmetry of a distribution around 0 by Wilcoxon sign rank test, based on its sample. This can be done, by letting $x_{1i} = 0, \forall i$ in [wikipedia](http://en.wikipedia.org/wiki/Wilcoxon_signed-rank_test).  (2) How do people tell if a testing procedure is ""valid"" for a task?",2013-04-18 18:49:02.607
80916,44772,,CC BY-SA 3.0,,"For clarity, did  the same two raters see all 18 participants for all four time points?  Did all 18 participants experience the same four-conditions? Finally, what is your research question: rater difference, condition difference, or time difference?",2013-04-20 21:16:40.430
80978,44772,17076.0,CC BY-SA 3.0,,"Yes. Both raters reviewed all 18 participants at the 4 points. I am interested in condition difference (perhaps controlling for practice effect over time), but using the raters to confirm scoring.  THANKS!!!",2013-04-22 00:24:37.880
81019,44772,,CC BY-SA 3.0,,"Try to understanding your data before you do an ANOVA. First, plot your data to ensure that it is normally distributed.  Then plot total score by rater to determine if there is a difference between raters.  Estimate mean and 95% CI for the mean for each rater. Then estimate mean and 95% CI for the mean for the average total score of the raters for each of the four conditions.  Check and see conditions don't have overlapping of the confidence intervals. Try doing boxplots with notches to visualize overlap. ANOVA will tell you if one of the conditions is different, but not which.",2013-04-22 12:55:44.710
81612,45280,503.0,CC BY-SA 3.0,,"With only 6 data points, each with noise, no statistical test is going to give significant results and there will possibly be many shapes that fit.",2013-04-26 18:08:51.113
81655,45280,594.0,CC BY-SA 3.0,,"If you had 6000 data points, identifying fairly general kinds of association should be possible. If you had 600 observations and made some weak-to-moderate assumptions about the general forms of association, you might get somewhere. If you had 60 observations and made fairly strong assumptions about particular forms of association it might be doable. On six observations with large error? I doubt there's any way you're going to achieve much; even something as explicit as monotonic association is going to be nigh impossible to show if the errors are large.",2013-04-27 03:07:55.383
81900,45457,17179.0,CC BY-SA 3.0,,R for statistical computing,2013-04-29 17:46:41.690
82042,45536,17447.0,CC BY-SA 3.0,,"Could you explain the stats behind it? (im a first year so im not the best)

I understand theres a pdf, f(c) which has a CDF F(c)

and then they go onto talk about F(L)

what is the function F in F(L) here? is this a cdf?
  
and more importantly, the coursework question is, ""what does it imply when F(L) < 0.4""",2013-04-30 15:46:12.873
82044,45536,15663.0,CC BY-SA 3.0,,"I d'ont use these words but yes, i think pdf = distribution and cdf = cumulative function. F is still the cumulative function for C. As $F(infinity) = 1$, $F(L) < 1$ strictly means that $P(c>L)>0$, that there is cost superior to the fine. This does NOT strictly means that the fine is lower to the compliance cost. But as far as I don't have the question I'am not sure wether it's an hypothesis you want to make or something you wnat to show.",2013-04-30 16:01:48.870
82048,45536,15663.0,CC BY-SA 3.0,,"$F(L) < 0.4$ means that c has <40% chance to be below L and >60 to be above. Express what does it mean for the expected profit of the company, the environmental damage.",2013-04-30 16:27:55.377
103589,57200,594.0,CC BY-SA 3.0,,"You (almost) always will do a good deal better on the training data than the test data, since you optimize the fit on the training data.",2013-10-10 08:52:07.413
82051,45536,17447.0,CC BY-SA 3.0,,"hey imorin, ive attached the pdf file here
[link](http://www.scribd.com/doc/138719032/Anthony-Heyes-and-Neil-Rickman)

could you help me figure this out. there are 2 equations i do not understand how they were derived. none of my coursemates have chosen this topic so i cant get help anywhere else.


could you explain equation (3) and (4) to me?

and could you tell me how i should structure my answer with regards to what F(L) < 0.4 implies?",2013-04-30 16:39:50.690
82064,45543,668.0,CC BY-SA 3.0,,@Andre Silva http://en.wikipedia.org/wiki/Metric_%28mathematics%29.,2013-04-30 18:37:13.613
82103,45534,17447.0,CC BY-SA 3.0,,"@Glen_b alright i signed up for this website today so i wasnt aware of it, my other question which was legit just get downvoted and i was wondering why, makes sense now, thanks for the heads up",2013-05-01 01:47:35.990
82105,45534,594.0,CC BY-SA 3.0,,You can edit your questions to better follow the guidelines. That may help.,2013-05-01 01:55:23.953
82273,45536,15663.0,CC BY-SA 3.0,,I'm sorry but I can reach your pdf. Probably due to my internet proxy,2013-05-02 14:24:07.263
82294,45279,,CC BY-SA 3.0,,"If you find a solution that satisfies you, you can also post your code as an answer",2013-05-02 16:31:09.013
82303,45279,750.0,CC BY-SA 3.0,,This is turning into something like [parsets](https://code.google.com/p/parsets/). See [ggparallel](http://cran.r-project.org/web/packages/ggparallel/index.html) for an R implementation.,2013-05-02 17:23:19.523
82393,45279,674.0,CC BY-SA 3.0,,"Until I noticed @Andy's comment, I was thinking of something like a [clustergram](http://www.r-statistics.com/2010/06/clustergram-visualization-and-diagnostics-for-cluster-analysis-r-code/) (with subjects' ID vs. no. clusters) or maybe a [streamgraph](http://en.wikipedia.org/wiki/Streamgraph) (probably less appealing if you have few clusters). This, of course, assume you are willing to work at the individual level.",2013-05-03 11:39:42.770
85258,47497,18382.0,CC BY-SA 3.0,,"in the first line I don`t write ""family=""yjPower"".",2013-05-28 08:56:46.570
85261,47497,,CC BY-SA 3.0,,"Hi Daniel, welcome to the site. You don't have to code it yourself. The Yeo-Johnson transformations are implemented in the [`car` package](http://cran.r-project.org/web/packages/car/car.pdf) with the function `yjPower`. So just use `yjPower(datc$plot, lambda=lambda.max, jacobian.adjusted=FALSE)`. I think that should work.",2013-05-28 09:12:01.920
85262,47497,18382.0,CC BY-SA 3.0,,"Thanks @ COOLSerdash I tried, but the problem is in the fist line:",2013-05-28 09:24:43.480
85263,47497,18382.0,CC BY-SA 3.0,,"lambda.fm1 <- boxcox(datc$plot, ... doesn´t work because  datc$plot contains zeros",2013-05-28 09:26:30.017
85264,47497,,CC BY-SA 3.0,,"Okay, then try to use the function `boxCox` from the `car` package and use it with the option `family=""yjPower""`.",2013-05-28 09:26:34.570
85290,47497,594.0,CC BY-SA 3.0,,See the `yeo.johnson` [function](http://hosho.ees.hokudai.ac.jp/~kubo/Rdoc/library/VGAM/html/yeo.johnson.html) in the package `VGAM` as well. It is on CRAN.,2013-05-28 12:07:01.123
86035,34166,,CC BY-SA 3.0,,"This is nice because it's a really easy way to explain the different interpretations of probability (objective vs. personal) to someone with no experience - i.e. is the coin fair, or how many possible ways to wake are there? Obviously there's tonnes of ways to make nuanced arguments either way... Somehow this seems to me more like a rabbit hole than a paradox :D",2013-06-03 01:52:11.707
86204,47981,15827.0,CC BY-SA 3.0,,"0.04993 < 0.05, so it's just lower. Your instinct is good that no P-value can be trusted to several decimal places, but if the program says less than 0.05, people generally take it as delivered. The real issue here is making a fetish of fixed-level significance testing so that < 0.05 means ""real"", ""publishable"",  ""cause for happiness"" and the opposite means ""illusory"", ""not publishable"", ""cause for misery"". Most good introductory texts on statistics discuss this to some extent. One good one is Freedman, Pisani, Purves, _Statistics_. New York: W.W. Norton, any edition.",2013-06-04 09:35:35.103
86205,47981,,CC BY-SA 3.0,,You have to ask yourself what would be your decision if the p-value is 0.051? what if it is 0.049? Would you make different decisions? Why?,2013-06-04 09:43:12.570
86207,47981,16990.0,CC BY-SA 3.0,,"Thank you for your comments. In our case we are not pondering whether the data is publishable or not, etc... We are simply considering making a statement in the paper about the statistical significance of this result, and we want to make sure our statement is not incorrect or inaccurate.",2013-06-04 10:52:23.860
86210,47981,15827.0,CC BY-SA 3.0,,"Reporting P=0.04993 is what springs to mind. It's difficult to predict reviewers' or editors' comments. If you want to round, specifying a consistent rounding convention is always a good idea and widely acceptable. Some people would round to 3 d.p. and might also use some kind of starring convention so reporting 0.050 (3 d.p.) and starring it as <0.05 are consistent.",2013-06-04 11:27:28.397
86219,47981,,CC BY-SA 3.0,,What is the W value of the statistic? What would the corresponding critical value of your p-value be? How far are those apart?,2013-06-04 13:58:51.567
86229,47981,,CC BY-SA 3.0,,"@IslamEl-Nabarawy since the significance level is arbitrary anyway, if you have defined it at 5% then yes the p-value is significant by your definition of it. At the same time, I think AlefSin makes a good point.",2013-06-04 16:01:59.183
86391,48103,,CC BY-SA 3.0,,You're trying to fit a sine wave to the data or are you trying to fit some kind of a harmonic model with a sine and a cosine component?  There is a harmonic function in the TSA package in R that you might want to check out.  Fit your model using that and see what kind of results you get.,2013-06-05 18:31:29.100
86392,48103,16992.0,CC BY-SA 3.0,,"Have you tried different starting values? Your loss function is non-convex, so different starting values can lead to different solutions.",2013-06-05 18:34:11.083
86394,48103,15827.0,CC BY-SA 3.0,,"Tell us more about the data. Usually there is a known periodicity, so that need not be estimated from the data. Is this a time series or something else? It is much easier if you can fit separate sine and cosine terms by a linear model.",2013-06-05 18:46:34.350
86411,47981,16990.0,CC BY-SA 3.0,,"@NickCox: We reported all the results to 4 d.p., and in the text we noted that while it is lower than 0.05, it was only by a very narrow margin.",2013-06-05 21:45:33.733
86426,48103,594.0,CC BY-SA 3.0,,"Having an unknown period makes your model nonlinear (such an event is alluded to in the selected answer at the linked post). The given that, the other parameters are conditionally linear; for some nonlinear LS routines that information is important and can improve the behaviour. One option might be to use spectral methods to get the period and condition on that; another would be to update the period and the other parameters via a nonlinear and linear optimization respectively in an iterative fashion.",2013-06-05 23:13:14.360
86427,48103,594.0,CC BY-SA 3.0,,(I just edited the answer there to make the particular case of unknown period an explicit example of what can make it nonlinear.),2013-06-05 23:19:06.557
94847,52567,728.0,CC BY-SA 3.0,,"@Glen_b: Thanks! Does ""design"" have something to do with choosing a transform on the input variable, so that the output variable is also linear in the transformed input variable? For example, the design matrix in polynomial regression?",2013-08-05 00:04:27.643
94854,52567,668.0,CC BY-SA 3.0,,When you design an experiment you specify the values of $X$.,2013-08-05 00:49:16.323
86428,48103,594.0,CC BY-SA 3.0,,"Because the other parameters can be estimated linearly, you can plot $S$, the sum of squares of residual (SSE), against $\omega$ for a wide range of $\omega$ (for each $\omega$ over some set - say a grid or whatever around a sensible start value - use LS to estimate the other parameters and hence $S$); refine the detail in the more interesting areas of $\omega$ (better values of $S$). This lets you optimize $\omega$ without worrying about $-S$ being unimodal.",2013-06-05 23:24:17.103
86455,48133,,CC BY-SA 3.0,,(+1) nice answer. I tried to fit the linear model with `lm(y~sin(2*pi*t)+cos(2*pi*t)` but this didn't work (`cos` term was always 1). Just out of curiosity: what do the first two lines do (I know that `spectrum` estimates the spectral density)?,2013-06-06 08:44:28.790
86458,48133,594.0,CC BY-SA 3.0,,"@COOLSerdash Yeah, you have to have the units of $t$ being the period (as it was in the linked question) for `2*pi*t` to work. I should go back and emphasize that in the other answer. (ctd)",2013-06-06 10:06:39.880
86459,48133,594.0,CC BY-SA 3.0,,"@COOLSerdash (ctd)- The 2nd line finds the frequency associated with the biggest peak in the spectrum and inverts to identify the period. At least in this case (but I suspect more widely), the defaults on it essentially identifies the period that maximizes the likelihood so closely that I deleted the steps I had in to maximize the profile likelihood in the region around that period. The function `spec` in TSA may be better (it seems to have more options, one of which may be important sometimes), but in this case the main peak was in exactly the same place as with `spectrum` so I didn't bother.",2013-06-06 10:07:13.630
87234,48597,5237.0,CC BY-SA 3.0,,"How many variables did you measure / test?  Do you think of them as related to each other, or are they independent?",2013-06-13 05:13:56.340
87235,48597,594.0,CC BY-SA 3.0,,"With the 'probability test', do you think he might be referring to [Fisher's method](http://en.wikipedia.org/wiki/Fisher%27s_method)? If so, you'd need the various response variables to be independent, which I would usually doubt.",2013-06-13 05:39:14.840
87236,48597,594.0,CC BY-SA 3.0,,"You say ""T-test"" in your title but ""t-test"" in your body text. Did you do several univariate two-sample t-tests, or did you do a single multivariate [T-test](http://projecteuclid.org/DPubS?service=UI&version=1.0&verb=Display&handle=euclid.bsmsp/1200500217)? (See also [this](http://en.wikipedia.org/wiki/Hotelling%27s_T-squared_distribution#Hotelling.27s_two-sample_T-squared_statistic) and [this](http://faculty.smu.edu/kyler/courses/7314/Hotellings_T.pdf) and [this](http://www.psych.yorku.ca/lab/psy6140/lectures/HotellingT2-2x2.pdf))",2013-06-13 05:40:27.923
87673,48103,11200.0,CC BY-SA 3.0,,"Ok guys, it's been a while but I solved the problem (at least to my satisfaction). What I did is to take the linearization (see linked thread) and the to just loop through all the possible periods and calculate the goodness of fit. By that value I now chose the period which fitted the data best. It's a real low level solution but it worked fine for my purpose.",2013-06-17 12:36:50.907
87845,37981,594.0,CC BY-SA 3.0,,"Indeed, given the particular way I phrased it in my earlier comment, it's true even of symmetric distributions - the square of the sample standardized third moment (squared moment skewness) is highly correlated with the sample standardized fourth moment ('kurtosis'), even at say the normal.",2013-06-19 00:27:14.723
88040,2509,15827.0,CC BY-SA 3.0,,"Alice Calaprice, _The ultimate quotable Einstein_, Princeton U.P. 2011 flags the quotation here as one of many ""Probably not by Einstein"". See p.482.",2013-06-20 10:01:41.333
89173,31587,6404.0,CC BY-SA 3.0,,I'd really appreciate it if you could comment on whether you think it is possible to create a confidence interval for the transition probabilities?,2013-06-30 08:38:16.763
90150,49879,594.0,CC BY-SA 3.0,,"That appearance might be a consequence of the intervals that were chosen, or of something else. There's really very little to go on here.  When you say ""my estimates"" you suggest the depicted estimates are yours, but your question earlier suggests the slides belong to someone else. Are the estimates yours, and if not, why call them yours?",2013-07-07 04:48:11.837
91311,49879,19492.0,CC BY-SA 3.0,,"@Glen_b no, I just were talking from my point of view, so these are not my estimates.",2013-07-13 07:54:31.493
91413,50739,503.0,CC BY-SA 3.0,,"If A, B and C are separate groups (not levels of a continuous variable) then you can't really draw lines between them, or place them equidistant on the x-axis.",2013-07-14 11:13:58.673
92286,49906,15473.0,CC BY-SA 3.0,,"It is interesting! The two methods should have similar results according to the theory. If I understand the question correctly, the null hypothesis of McNemar's test is $p_b=p_c$, while the null hypothesis of the test of conditional logistic regression is odds ratio $ad/bc=1$ within a stratum.",2013-07-18 21:29:58.033
92328,49906,5821.0,CC BY-SA 3.0,,"I seem to recall that one can parameterize the McNemar's test as a test of an odds ratio, so I wonder how one would write out the likelihood (conditional likelihood?) for that test.",2013-07-19 04:51:41.013
92517,49906,15473.0,CC BY-SA 3.0,,"I am not sure if you mean the exact version of McNemar's Test. [Breslow and Day (1980)](http://w2.iarc.fr/en/publications/pdfs-online/stat/sp32/SP32.pdf), p. 164-166 and [package](http://cran.r-project.org/web/packages/exact2x2/vignettes/exactMcNemar.pdf) `exact2x2` may be references.",2013-07-19 22:10:19.587
92675,50982,,CC BY-SA 3.0,,"I think the term *bias-variance tradeoff* does not apply here, because you are not decomposing a mean squared error into a bias and a variance, and you are not talking about the variance of an estimator but about the variance of a score.",2013-07-21 10:48:21.457
92699,50982,1790.0,CC BY-SA 3.0,,"Thanks @Lucas. I am trying to estimate the score of my classifiers $A$ and $B$ on *unseen* data. For this, I thought I could take the mean of scores on *seen* data as my estimators (i.e. $E(P_A)$ and $E(P_B)$ for $A$ and $B$ respectively). Is the variance of these estimators different from the variance of the scores $P_A$ and $P_B$ ?",2013-07-21 16:29:30.840
92756,50982,,CC BY-SA 3.0,,"@user815423426 I think the comparison depends on the loss function you have. Diebold and Mariano (2002) have a nice paper studying your question. They proposed some statistical tests comparing the ""generalization"" performance. I don't know how to set up a link in comments. The paper is: Diebold, Francis X., and Robert S. Mariano. ""Comparing Predictive Accuracy."" Journal of Business & Economic Statistics 20.1 (2002): 134-144.",2013-07-22 03:24:43.083
93226,51644,9049.0,CC BY-SA 3.0,,"I guess you want to say ""from model `m3` it is 0.0011713"" instead of `m2`.",2013-07-24 12:57:34.287
93229,51644,3733.0,CC BY-SA 3.0,,"I am sorry @user11852, yes you are correct, thanks. (BTW, for `m2` it is valid also (which is subject of [another question](http://stats.stackexchange.com/q/65386/5509)).",2013-07-24 13:17:10.070
94049,2509,2081.0,CC BY-SA 3.0,,A [link](http://stats.stackexchange.com/a/65817/3277) to a geometrical account of PCA vs regression vs canonical correlation.,2013-07-29 20:43:09.140
94400,43458,,CC BY-SA 3.0,,"@JasonMorgan i suspect that with datapoint, he refers to a single time they measured the sample. Not to the number of observations within a single measuring session.",2013-08-01 10:55:30.050
103394,57086,1805.0,CC BY-SA 3.0,,"Make a prediction equation for each tree (it will be simple split points), and then average the predictions from each equation?  You'll get one monster equation, but it will fully represent the forest.",2013-10-08 18:56:02.367
95452,52910,668.0,CC BY-SA 3.0,,"It would appear that condition numbers are used here merely as a surrogate for the sample size, so why don't you just focus on sample sizes? I am baffled by two aspects of this question. The first concerns the nature of your asymptotics: what are you doing that assures the condition numbers won't grow without bound? The second is why a ""typical"" condition number in any field would even matter, since there is no general connection between it and the inferences one would like to draw.",2013-08-09 14:29:11.350
95464,52910,3731.0,CC BY-SA 3.0,,"@whuber Thanks for the comment. (1) My goal is understanding sample size via condition numbers. (2) In a simple 2-level hierarchical model, with indep. groups and equal correlation within groups, then bounding the size of the largest group bounds the condition number (e.g. adding more ""schools"", but not more ""students per school""). (3) From my (limited) understanding, condition numbers are proxies for the expected numerical error. My naive assumption is that different fields will have orders of magnitude differences (e.g. IQ tests v. diameters of tree trunks). Do you believe that to be false?",2013-08-09 15:10:14.397
95471,52910,3922.0,CC BY-SA 3.0,,"I have seen everything from 10 to 10,000. It might be true that in well designed experiments, the condition numbers will be close to 1. It is definitely true that there is no single ""social science"" number to talk about.",2013-08-09 15:48:35.570
95475,52910,668.0,CC BY-SA 3.0,,"@StasK I have seen *infinite* values but they didn't matter: they arise when there are collinearities among variables that don't affect the parameters of interest. That's the basis of my concerns about this approach: although it's true that high condition numbers (CN) create numerical instability (a practical issue) and large standard errors for *some* coefficients (a theoretical and practical issue), what matters is whether those inflated SEs are pertinent to the investigation objective. I therefore don't see how it would be possible to establish any meaningful kind of ""typical"" CN threshold.",2013-08-09 16:15:14.267
95488,52910,3922.0,CC BY-SA 3.0,,"@whuber, I agree that there is little in the ways of providing the single best number; I assumed that the OP has weeded out perfect multicollinearities. Also, there may be condition numbers for the raw data, but then you can start adding nonlinear terms (interactions; polynomials, splines, etc.) that would affect the CN actually encountered. For non-linear models like logit, the CNs on the parameter estimates would not be the same as the CN for the regressors. Finally, there are also multilevel models in which information set differ for different parameters, producing really weird CN patterns.",2013-08-09 18:17:17.227
95510,52910,3731.0,CC BY-SA 3.0,,"@StasK So then the short answer to my question is: No. People do not normally compile these things because they are specific to both the particular model chosen and the particular data onto which the model is fit. To talk of a ""typical"" number is not well posed.",2013-08-09 20:34:34.693
96075,53264,449.0,CC BY-SA 3.0,,Given that no one else has come up with an alternative I'll mark this correct. However Patrick it's entirely possible this is an (misapplied) $\omega^2$. The $\eta^2$ better suits a typo I think (upside down $\mu$?).,2013-08-14 21:25:20.470
96227,53384,,CC BY-SA 3.0,,It will be clearer if you show the code that you have done so far.,2013-08-15 23:01:21.997
96228,53384,20838.0,CC BY-SA 3.0,,"I actually haven't coded anything so far in terms of bootstrapping. The code for my model is pretty complex, I don't thank that would help. As an example, we can assume that the model is a smoothing procedure like a moving average, with the moving window as the only model parameter. I have a series of (synthetic) measurements over time and add an error (not necessarily homoskedastic and normally distributed) to that. I then want to estimate the moving window which comes closest to the underlying ""true"" I know and want to assess uncertainty by bootstrapping my synthetic error. Does that help?",2013-08-15 23:09:27.523
96230,53384,20838.0,CC BY-SA 3.0,,"Here's some very bad MATLAB-style pseudo code, maybe it helps understand what I'd like to do: http://pastebin.com/yTRahzr5",2013-08-15 23:24:48.637
96231,53384,,CC BY-SA 3.0,,"Sorry Fred, I don't know Matlab.Please tag as Matlab to get inputs from users.",2013-08-15 23:27:55.787
96232,53384,20838.0,CC BY-SA 3.0,,"Oh my question really isn't limited to MATLAB (and that isn't really MATLAB code, it's just some pseudo-code based on MATLABs syntax for for-loops and comments that wouldn't work anyway). But I can tag it just in case.",2013-08-15 23:32:52.950
96268,53404,166.0,CC BY-SA 3.0,,Some questions to guide your thinking... What does a very negative t statistic mean?  Is a negative F statistic possible?  What does a very low F statistic mean?  What does a high F statistic mean?,2013-08-16 06:41:29.950
96271,53404,,CC BY-SA 3.0,,Why are you under the impression that a one-tailed test has to be an F-Test? To answer your question: The F-Test allows to test a hypothesis with more than one linear combination of parameters.,2013-08-16 07:17:40.957
96279,53404,19125.0,CC BY-SA 3.0,,Do you want to know why one would use a one-tailed instead of a two-tailed test?,2013-08-16 07:53:59.867
98029,31587,,CC BY-SA 3.0,,"@Zen Suppose instead of finding state transition matrix for 1 history step I wish to calculate for 2 history step.
P(State1|(State1, State2)): Probability of getting state1 given t-1 was state1 and t-2 was state2. How do I calculate these probabilities?",2013-08-30 07:09:58.817
98046,31587,7007.0,CC BY-SA 3.0,,"If it is a Markov chain, then $P(1\mid 1,2)=P(1\mid 2)$. So, there is nothing new. If it is not a Markov chain, keep a record of the $n^3$ triple of three consecutive transitions, simulate the process and compute the fraction of each triple.",2013-08-30 11:47:56.480
98500,54637,,CC BY-SA 3.0,,You might want to check out information about p-value meta-analysis. One good starting point: http://en.wikipedia.org/wiki/Fisher%27s_method,2013-09-04 07:00:37.703
98533,54624,,CC BY-SA 3.0,,"The R commands are either lme() or lmer(). Both are mixed effects models. lmer() is newer and preferred, although lme() seems to work fine for most applications. Pinheiro and Bates - Mixed Effects Models in S and S-Plus covers both the theory and applications of these models in R pretty well.",2013-09-04 12:12:46.180
98603,54724,17740.0,CC BY-SA 3.0,,Generalization error is far from trivial. Unfortunately rules of thumb don't help much in this regard.,2013-09-04 20:28:43.960
99036,54915,5237.0,CC BY-SA 3.0,,"I don't think this question needs to be migrated to SO necessarily, b/c the OP wants to know if his code matches the how the test is supposed to work. Ie, the OP is asking about the *ideas* primarily. It's a subtle distinction, & admittedly, someone will have to know both R & the Pettitt test to answer, but I think this is a stats question, not a coding question.",2013-09-08 14:08:47.190
99055,54915,668.0,CC BY-SA 3.0,,"@gung OK, I won't vote to close, but I must ask Raz_Lobo: please explain how you know your code is giving incorrect output. (Warning to readers: the two pdf links in the question appear to have very long load times.)",2013-09-08 16:22:50.893
99059,54915,668.0,CC BY-SA 3.0,,"Raz_Lobo, your second link does not load (at least not for me) and the formulas in the first one on pp 5 and 6 are clearly incorrect. For a more accurate account of the Pettitt test (published in a reputable journal), please see Equation 5 in http://www.stat.purdue.edu/~zhanghao/ASS/Reference%20Papers/Temporal%20and%20Spatial%20variability%20of%20annual%20water%20level.pdf.",2013-09-08 16:30:23.080
99145,54915,21523.0,CC BY-SA 3.0,,"@whuber I see these other equation you appoint early in other paper, but, really, I don't know how to implement it, where is a max in a oscilating function between -1 < x < 1? You can see the equations I implemented in this other paper: ""http://www.homogenisation.org/files/private/WG1/Bibliography/Applications/Applications (P-S)/sahin_etal_2010.pdf"" (I think that this is reputable, only links other because them reflects level of significance equation) In order to check code is giving incorrect output, you can see  table IX in the paper I link.",2013-09-09 09:34:46.857
99165,54915,,CC BY-SA 3.0,anon,"Are you purely interested in implementing the Pettitt test in R or do you have some applications in mind, also? If your aim is to produce an implementation of the test, could you consider getting the original article from JSTOR (http://www.jstor.org/discover/10.2307/2346729?uid=2129&uid=2&uid=70&uid=4&sid=21102620240847) which would probably describe the test in more details. If you are more interested in applying the test in some research setting, have you checked the cpm package that contains an implementation of the Mann-Whitney test (similar to Pettitt test) using a simulation approach?",2013-09-09 13:39:28.897
99286,35249,,CC BY-SA 3.0,,"Slightly off-topic, but there's a [geoscience proposal on area51](http://area51.stackexchange.com/proposals/36296/geoscience) that's currently in the commitment phase. While this is certainly a stats question, the fact that it's so field specific means you might get better help there or pointers to solutions that CV users might not be aware of. So go and sign up! :D",2013-09-10 08:23:13.240
99288,54915,21523.0,CC BY-SA 3.0,,"@JTT I'm trying to apply Sahin et al metodology to my own data, then yes, I interested in implement Pettitt test and, yes, in R. Finally, a friend I ask, can found original article: [link] ftp://oceane.obs-vlfr.fr/pub/irisson/papers/Pettitt1979-A%20non-parametric%20approach%20to%20the%20change-point%20problem00.pdf I think that, with original article, I'll could implement it. At respect of cpm package, I tryed it but I can't compile it.",2013-09-10 08:42:39.803
99315,55043,,CC BY-SA 3.0,,Your intuition seems related to “parallel analysis”.,2013-09-10 13:28:20.927
99441,35249,503.0,CC BY-SA 3.0,,"Have you looked into functional data analysis? I am very far from an expert in that, but the little I know suggests it might be useful here. See e.g. [this book](http://www.textbooks.com/BooksDescription.php?BKN=773525&SBC=ME3&kpid=9780387400808U&network=GoogleShopping&tracking_id=9780387400808U&utm_medium=cpc&utm_term=9780387400808U&utm_source=googleshopping&kenshu=2275d976-eb91-6b88-5311-00004cb31ff0&gclid=CIGl0ceWw7kCFaYDOgodFxIA6A)",2013-09-11 10:52:36.547
99559,55150,9175.0,CC BY-SA 3.0,,"You said that $E(XE(Y|X))=E(E(XY|X))=E(XY)$. I believe this is wrong. E(Y|X) is a constant. Therefore, $E(XE(Y|X))$ is equal to $E(Y|X)E(X)$. Another point, $E(Y|X)=b0+b1*X$ comes from the simple linear regression model.",2013-09-12 01:36:15.333
99561,55150,21630.0,CC BY-SA 3.0,,"Let E(Y|X) = b, where b is a constant. Then take expectations of both sides. One finds that E(E(Y|X)) = E(b) = b. By law of iterated expectations, E(E(Y|X)) = E(Y). Therefore, if E(Y|X) is constant, it must be equal to E(Y).",2013-09-12 01:38:27.553
99578,55150,,CC BY-SA 3.0,,"If E(Y/X)=b, that's implies Y does not depend on X, and E(Y)=b, you are confusing yourself.",2013-09-12 05:39:57.397
99588,55150,11489.0,CC BY-SA 3.0,,"I don't understand why ""this makes no sense"". You are starting off with a definition of causality that is I think equivalent to definition of independence in statistics. And independent variables have zero covariance, where is the story?",2013-09-12 06:17:54.650
99589,55150,21630.0,CC BY-SA 3.0,,"January, no, they are not the same thing! X and Y are independent if the joint distribution factors into the product of the marginals, and this is definitely not the same thing. I don't see what your point is? Azeem, aside from restating what I previously said, do you have anything to contribute? Instead of saying I am wrong, can you explain WHY I am wrong?",2013-09-12 06:41:03.020
99592,55150,16474.0,CC BY-SA 3.0,,"In your set up you ignore the possibility of confounding variables etc., which is an OK first step if you are trying to get your head around a complicated concept like causality. In that case, I don't see a problem with the statement that no causal relation between $X$ and $Y$ implies no correlation between $X$ and $Y$. In your world there are only two variables, and they are either related or not. If they are not related then, in your world, there is no other mechanism that could result in a correlation between the two.",2013-09-12 07:41:33.470
99603,55150,21630.0,CC BY-SA 3.0,,"Thank you Maarten Buis! That helps a lot! However, I am interested in something more mathematically rigorous. Let Z be another variable. Consider $E(Y|X,Z)$. Now, X is causally unrelated to Y iff X does not influence $E(Y|X,Z)$, i.e., $E(Y|X,Z) = E(Y|Z)$ (using the same logic). As before, $E(XY) = E(E(XY|X,Z)) = E(XE(Y|X,Z))$ which is only slightly more complicated. But now the assumption $E(Y|X,Z) = E(Y|Z)$ means that $E(XY) = E(XE(Y|Z))$, which is not, in general, equal to $E(X)E(Y)$. Therefore, in the presence of possible confounding factors, no causation does not imply no correlation.",2013-09-12 10:52:51.493
99605,55150,21630.0,CC BY-SA 3.0,,I'm still not entirely happy with this argument. What do you think?,2013-09-12 10:55:43.037
99606,55150,11489.0,CC BY-SA 3.0,,"@Christian, if X and Y are independent, then $E(Y|X)=E(Y)$, this is simple to prove (I'm not sure about the other way, though, meaning that independence is a special case of not having causal relationship as per your definition). Why do you expect that two variables for which $E(Y|X)=E(Y)$ have $cov(X,Y) \ne 0$? What is so unexpected about them having zero covariance?",2013-09-12 10:58:45.620
99608,55150,11489.0,CC BY-SA 3.0,,"OK, wait a sec. Actually, $E(Y|X)=E(Y)$ iff $cov( X, Y ) = 0$, right? So I think that you just found a fancy name for a non-zero covariance...",2013-09-12 11:36:26.467
99621,55182,21630.0,CC BY-SA 3.0,,Thank you sincerely. I will have a read of his work and get back to you when I have time.,2013-09-12 13:45:24.580
